Scientific Name,Common Name,EPBC Threat Status,EPBC Threatened Species Listed Name,EPBC Threatened Species Date Effective,Kingdom,Phylum,Class,Order,Family,Genus
Plectranthus leiperi, ,Vulnerable,Plectranthus leiperi,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Plectranthus
Plectranthus nitidus,"Nightcap Plectranthus, Silver Plectranthus",Endangered,Plectranthus nitidus,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Plectranthus
Plectranthus omissus, ,Endangered,Plectranthus omissus,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Plectranthus
Plectranthus torrenticola, ,Endangered,Plectranthus torrenticola,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Plectranthus
Plesioneuron tuberculatum, ,Endangered,Plesioneuron tuberculatum,16-Jul-00,Plantae,Polypodiophyta,Polypodiatae,Aspidiales,Thelypteridaceae,Plesioneuron
Plinthanthesis rodwayi,Budawangs Wallaby-grass,Vulnerable,Plinthanthesis rodwayi,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,Plinthanthesis
Pneumatopteris truncata,fern,Critically Endangered,Pneumatopteris truncata,6-Jul-04,Plantae,Polypodiophyta,Polypodiatae,Aspidiales,Thelypteridaceae,Pneumatopteris
Poa sallacustris,Salt-lake Tussock-grass,Vulnerable,Poa sallacustris,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,Poa
Poephila cincta cincta,Southern Black-throated Finch,Endangered,Poephila cincta cincta,14-Feb-05,Animalia,Chordata,Aves,Passeriformes,Passeridae,Poephila
Polianthion minutiflorum, ,Vulnerable,Polianthion minutiflorum,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,Polianthion
Polyphlebium endlicherianum,Middle Filmy Fern,Endangered,Polyphlebium endlicherianum,25-Nov-03,Plantae,Polypodiophyta,Polypodiatae,Hymenophyllales,Hymenophyllaceae,Polyphlebium
Polyscias bellendenkerensis, ,Vulnerable,Polyscias bellendenkerensis,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Araliaceae,Polyscias
Polystichum moorei,Rock Shield Fern,Endangered,Polystichum moorei,26-Jun-15,Plantae,Polypodiophyta,Polypodiatae,Aspidiales,Dryopteridaceae,Polystichum
Polytelis alexandrae,"Princess Parrot, Alexandra's Parrot",Vulnerable,Polytelis alexandrae,16-Jul-00,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Polytelis
Polytelis anthopeplus monarchoides,Regent Parrot (eastern),Vulnerable,Polytelis anthopeplus monarchoides,16-Jul-00,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Polytelis
Polytelis swainsonii,Superb Parrot,Vulnerable,Polytelis swainsonii,16-Jul-00,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Polytelis
Pomaderris brunnea,"Rufous Pomaderris, Brown Pomaderris",Vulnerable,Pomaderris brunnea,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,Pomaderris
Pomaderris clivicola, ,Vulnerable,Pomaderris clivicola,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,Pomaderris
Pomaderris cocoparrana, ,Endangered,Pomaderris cocoparrana,11-May-18,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,Pomaderris
Pomaderris cotoneaster,Cotoneaster Pomaderris,Endangered,Pomaderris cotoneaster,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,Pomaderris
Pomaderris delicata, ,Critically Endangered,Pomaderris delicata,11-May-18,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,Pomaderris
Pomaderris gilmourii var. cana,Grey Deua Pomaderris,Vulnerable,Pomaderris gilmourii var. cana,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,Pomaderris
Pomaderris halmaturina subsp. halmaturina,Kangaroo Island Pomaderris,Vulnerable,Pomaderris halmaturina subsp. halmaturina,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,Pomaderris
Pomaderris pallida,Pale Pomaderris,Vulnerable,Pomaderris pallida,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,Pomaderris
Pomaderris parrisiae,Parris' Pomaderris,Vulnerable,Pomaderris parrisiae,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,Pomaderris
Pomaderris pilifera subsp. talpicutica,Moleskin Dogwood,Vulnerable,Pomaderris pilifera subsp. talpicutica,26-Feb-13,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,Pomaderris
Pomaderris reperta,Denman Pomaderris,Critically Endangered,Pomaderris reperta,8-Jan-08,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,Pomaderris
Pomaderris sericea,Bent Pomaderris,Vulnerable,Pomaderris sericea,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,Pomaderris
Pomaderris subplicata,Concave Pomaderris,Vulnerable,Pomaderris subplicata,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,Pomaderris
Pomaderris vacciniifolia,Round-leaf Pomaderris,Critically Endangered,Pomaderris vacciniifolia,24-Jan-14,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,Pomaderris
Pommerhelix duralensis,Dural Land Snail,Endangered,Pommerhelix duralensis,9-Apr-15,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Pommerhelix
Poranthera petalifera,Mountain Poranthera,Vulnerable,Poranthera petalifera,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Poranthera
Porphyrio albus,White Gallinule,Extinct,Porphyrio albus,16-Jul-00,Animalia,Chordata,Aves,Gruiformes,Rallidae,Porphyrio
Potorous gilbertii,"Gilbert's Potoroo, Ngilkat",Critically Endangered,Potorous gilbertii,6-Jul-04,Animalia,Chordata,Mammalia,Diprotodonta,Potoroidae,Potorous
Potorous longipes,Long-footed Potoroo,Endangered,Potorous longipes,16-Jul-00,Animalia,Chordata,Mammalia,Diprotodonta,Potoroidae,Potorous
Potorous platyops,"Broad-faced Potoroo, Moda",Extinct,Potorous platyops,16-Jul-00,Animalia,Chordata,Mammalia,Diprotodonta,Potoroidae,Potorous
Potorous tridactylus tridactylus,Long-nosed Potoroo (SE Mainland),Vulnerable,Potorous tridactylus tridactylus,16-Jul-00,Animalia,Chordata,Mammalia,Diprotodonta,Potoroidae,Potorous
Prasophyllum affine,"Jervis Bay Leek Orchid, Culburra Leek-orchid, Kinghorn Point Leek-orchid",Endangered,Prasophyllum affine,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum amoenum,Dainty Leek-orchid,Endangered,Prasophyllum amoenum,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum apoxychilum,Tapered Leek-orchid,Endangered,Prasophyllum apoxychilum,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum atratum,Three Hummock Leek-orchid,Critically Endangered,Prasophyllum atratum,13-Nov-09,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum bagoense,Bago Leek-orchid,Critically Endangered,Prasophyllum bagoense,3-May-12,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum castaneum,Chestnut Leek-orchid,Critically Endangered,Prasophyllum castaneum,16-Oct-01,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum colemaniae,Lilac Leek-orchid,Vulnerable,Prasophyllum colemaniae,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum correctum,Gaping Leek-orchid,Endangered,Prasophyllum correctum,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum crebriflorum,Crowded Leek-Orchid,Endangered,Prasophyllum crebriflorum,26-Nov-08,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum diversiflorum,Gorae Leek-orchid,Endangered,Prasophyllum diversiflorum,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum favonium,Western Leek-orchid,Critically Endangered,Prasophyllum favonium,16-Oct-01,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum frenchii,"Maroon Leek-orchid, Slaty Leek-orchid, Stout Leek-orchid, French's Leek-orchid, Swamp Leek-orchid",Endangered,Prasophyllum frenchii,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum fuscum,"Tawny Leek-orchid, Slaty Leek-orchid",Vulnerable,Prasophyllum fuscum,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum goldsackii,Goldsack's Leek-orchid,Endangered,Prasophyllum goldsackii,27-Nov-06,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum incorrectum,Golfers Leek-orchid,Critically Endangered,Prasophyllum incorrectum,26-Nov-08,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum innubum,Brandy Marys Leek-orchid,Critically Endangered,Prasophyllum innubum,24-Jan-14,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum keltonii,Kelton's Leek-orchid,Critically Endangered,Prasophyllum keltonii,24-Jan-14,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum laxum,Lax Leek Orchid,Critically Endangered,Prasophyllum laxum,9-Apr-15,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum limnetes,Marsh Leek-orchid,Critically Endangered,Prasophyllum limnetes,13-Nov-09,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum milfordense,Milford Leek-orchid,Critically Endangered,Prasophyllum milfordense,16-Oct-01,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum morganii,"Mignonette Leek-orchid, Cobungra Leek-orchid, Dense Leek-orchid",Vulnerable,Prasophyllum morganii,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum murfetii,Fleurieu Leek Orchid,Critically Endangered,Prasophyllum murfetii,27-Nov-06,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum olidum,Pungent Leek-orchid,Critically Endangered,Prasophyllum olidum,16-Oct-01,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum pallidum,Pale Leek-orchid,Vulnerable,Prasophyllum pallidum,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum perangustum,Knocklofty Leek-orchid,Critically Endangered,Prasophyllum perangustum,16-Oct-01,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum petilum,Tarengo Leek Orchid,Endangered,Prasophyllum petilum,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum pruinosum,Plum Leek-orchid,Endangered,Prasophyllum pruinosum,19-Aug-10,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum pulchellum,Pretty Leek-orchid,Critically Endangered,Prasophyllum pulchellum,16-Oct-01,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum robustum,Robust Leek-orchid,Critically Endangered,Prasophyllum robustum,16-Oct-01,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum secutum,Northern Leek-orchid,Endangered,Prasophyllum secutum,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum sp. Wybong (C.Phelps ORG 5269),a leek-orchid,Critically Endangered,Prasophyllum sp. Wybong (C.Phelps ORG 5269),13-Nov-09,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum spicatum,Dense Leek-orchid,Vulnerable,Prasophyllum spicatum,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum stellatum,Ben Lomond Leek-orchid,Critically Endangered,Prasophyllum stellatum,16-Oct-01,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum suaveolens,Fragrant Leek-orchid,Endangered,Prasophyllum suaveolens,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum subbisectum,Pomonal Leek-orchid,Endangered,Prasophyllum subbisectum,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum taphanyx,Graveside Leek-orchid,Critically Endangered,Prasophyllum taphanyx,26-Nov-08,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum tunbridgense,Tunbridge Leek-orchid,Endangered,Prasophyllum tunbridgense,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum validum,"Sturdy Leek-orchid, Mount Remarkable Leek-orchid",Vulnerable,Prasophyllum validum,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Prasophyllum wallum,Wallum Leek-orchid,Vulnerable,Prasophyllum wallum,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Prasophyllum
Pristis clavata,"Dwarf Sawfish, Queensland Sawfish",Vulnerable,Pristis clavata,20-Oct-09,Animalia,Chordata,Chondrichthyes,Rajiformes,Pristidae,Pristis
Pristis pristis,"Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",Vulnerable,Pristis pristis,16-Jul-00,Animalia,Chordata,Chondrichthyes,Rajiformes,Pristidae,Pristis
Pristis zijsron,"Green Sawfish, Dindagubba, Narrowsnout Sawfish",Vulnerable,Pristis zijsron,7-Mar-08,Animalia,Chordata,Chondrichthyes,Rajiformes,Pristidae,Pristis
Probosciger aterrimus macgillivrayi,Palm Cockatoo (Australian),Vulnerable,Probosciger aterrimus macgillivrayi,31-Oct-15,Animalia,Chordata,Aves,Psittaciformes,Cacatuidae,Probosciger
Prostanthera albohirta, ,Critically Endangered,Prostanthera albohirta,17-Apr-14,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Prostanthera
Prostanthera askania,"Tranquillity Mintbush, Tranquility Mintbush",Endangered,Prostanthera askania,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Prostanthera
Prostanthera calycina,"West Coast Mintbush, Limestone Mintbush, Red Mintbush",Vulnerable,Prostanthera calycina,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Prostanthera
Prostanthera cineolifera, ,Vulnerable,Prostanthera cineolifera,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Prostanthera
Prostanthera clotteniana, ,Critically Endangered,Prostanthera clotteniana,30-Sep-11,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Prostanthera
Prostanthera cryptandroides subsp. cryptandroides,Wollemi Mint-bush,Vulnerable,Prostanthera cryptandroides subsp. cryptandroides,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Prostanthera
Prostanthera densa,Villous Mintbush,Vulnerable,Prostanthera densa,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Prostanthera
Prostanthera discolor, ,Vulnerable,Prostanthera discolor,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Prostanthera
Prostanthera eurybioides,Monarto Mintbush,Endangered,Prostanthera eurybioides,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Prostanthera
Prostanthera galbraithiae,Wellington Mintbush,Vulnerable,Prostanthera galbraithiae,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Prostanthera
Prostanthera junonis,Somersby Mintbush,Endangered,Prostanthera junonis,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Prostanthera
Prostanthera marifolia,Seaforth Mintbush,Critically Endangered,Prostanthera marifolia,30-Sep-11,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Prostanthera
Prostanthera nudula,Mount Illbilie Mintbush,Vulnerable,Prostanthera nudula,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Prostanthera
Prostanthera palustris,Swamp Mint-bush,Vulnerable,Prostanthera palustris,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Prostanthera
Prostanthera schultzii, ,Vulnerable,Prostanthera schultzii,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Prostanthera
Prostanthera sp. Dunmore (D.M.Gordon 8A), ,Vulnerable,Prostanthera sp. Dunmore (D.M.Gordon 8A),16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Prostanthera
Prostanthera spathulata, ,Vulnerable,Prostanthera spathulata,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Prostanthera
Prostanthera staurophylla,a mint-bush,Vulnerable,Prostanthera staurophylla,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Prostanthera
Prostanthera stricta,Mount Vincent Mintbush,Vulnerable,Prostanthera stricta,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Prostanthera
Prototroctes maraena,Australian Grayling,Vulnerable,Prototroctes maraena,16-Jul-00,Animalia,Chordata,Actinopterygii,Salmoniformes,Retropinnidae,Prototroctes
Psephotus chrysopterygius,"Golden-shouldered Parrot, Alwal",Endangered,Psephotus chrysopterygius,16-Jul-00,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psephotus
Psephotus pulcherrimus,Paradise Parrot,Extinct,Psephotus pulcherrimus,16-Jul-00,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psephotus
Pseudemydura umbrina,Western Swamp Tortoise,Critically Endangered,Pseudemydura umbrina,6-Jul-04,Animalia,Chordata,Reptilia,Testudines,Chelidae,Pseudemydura
Pseudocephalozia paludicola,Alpine Leafy Liverwort,Vulnerable,Pseudocephalozia paludicola,16-Jul-00,Plantae,Bryophyta,Bryopsida,Bryales,Lepidoziaceae,Pseudocephalozia
Pseudocharopa ledgbirdi,Mount Lidgbird Charopid Land Snail,Critically Endangered,Pseudocharopa ledgbirdi,8-Jan-09,Animalia,Mollusca,Gastropoda,Pulmonata,Charopidae,Pseudocharopa
Pseudocharopa whiteleggei,Whitelegge's Land Snail,Critically Endangered,Pseudocharopa whiteleggei,8-Jan-09,Animalia,Mollusca,Gastropoda,Pulmonata,Charopidae,Pseudocharopa
Pseudocheirus occidentalis,"Western Ringtail Possum, Ngwayir, Womp, Woder, Ngoor, Ngoolangit",Critically Endangered,Pseudocheirus occidentalis,11-May-18,Animalia,Chordata,Mammalia,Diprotodonta,Petauridae,Pseudocheirus
Pseudococcus markharveyi,Banksia montana mealybug,Critically Endangered,Pseudococcus markharveyi,11-May-18,Animalia,Arthropoda,Insecta,Hemiptera,Pseudococcidae,Pseudococcus
Pseudodiphasium  volubile, ,Extinct,Lycopodium volubile,16-Jul-00,Plantae,Lycopodiophyta,Lycopodopiatae,Lycopodiales,Lycopodiaceae,Pseudodiphasium 
Pseudomugil mellis,Honey Blue-eye,Vulnerable,Pseudomugil mellis,16-Jul-00,Animalia,Chordata,Actinopterygii,Atheriniformes,Pseudomugilidae,Pseudomugil
Pseudomys australis,"Plains Rat, Palyoora, Plains Mouse",Vulnerable,Pseudomys australis,16-Jul-00,Animalia,Chordata,Mammalia,Rodentia,Muridae,Pseudomys
Pseudomys fieldi,"Shark Bay Mouse, Djoongari, Alice Springs Mouse",Vulnerable,Pseudomys fieldi,16-Jul-00,Animalia,Chordata,Mammalia,Rodentia,Muridae,Pseudomys
Pseudomys fumeus,"Smoky Mouse, Konoom",Endangered,Pseudomys fumeus,16-Jul-00,Animalia,Chordata,Mammalia,Rodentia,Muridae,Pseudomys
Pseudomys gouldii,"Gould's Mouse, Koontin",Extinct,Pseudomys gouldii,16-Jul-00,Animalia,Chordata,Mammalia,Rodentia,Muridae,Pseudomys
Pseudomys novaehollandiae,"New Holland Mouse, Pookila",Vulnerable,Pseudomys novaehollandiae,11-Aug-10,Animalia,Chordata,Mammalia,Rodentia,Muridae,Pseudomys
Pseudomys oralis,"Hastings River Mouse, Koontoo",Endangered,Pseudomys oralis,16-Jul-00,Animalia,Chordata,Mammalia,Rodentia,Muridae,Pseudomys
Pseudomys pilligaensis,"Pilliga Mouse, Poolkoo",Vulnerable,Pseudomys pilligaensis,16-Jul-00,Animalia,Chordata,Mammalia,Rodentia,Muridae,Pseudomys
Pseudomys shortridgei,"Heath Mouse, Dayang, Heath Rat",Endangered,Pseudomys shortridgei,7-Dec-16,Animalia,Chordata,Mammalia,Rodentia,Muridae,Pseudomys
Pseudophryne corroboree,Southern Corroboree Frog,Critically Endangered,Pseudophryne corroboree,6-Apr-13,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,Pseudophryne
Pseudophryne covacevichae,Magnificent Brood Frog,Vulnerable,Pseudophryne covacevichae,16-Jul-00,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,Pseudophryne
Pseudophryne pengilleyi,Northern Corroboree Frog,Critically Endangered,Pseudophryne pengilleyi,6-Apr-13,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,Pseudophryne
Psophodes leucogaster leucogaster,Mallee Whipbird,Vulnerable,Psophodes leucogaster leucogaster,16-Jul-00,Animalia,Chordata,Aves,Passeriformes,Psophodidae,Psophodes
Psophodes nigrogularis nigrogularis,Western Heath Whipbird ,Endangered,Psophodes nigrogularis nigrogularis,16-Jul-00,Animalia,Chordata,Aves,Passeriformes,Psophodidae,Psophodes
Pteris kingiana,King's Brakefern,Endangered,Pteris kingiana,25-Nov-03,Plantae,Polypodiophyta,Polypodiatae,Pteridales,Pteridaceae,Pteris
Pteris zahlbruckneriana,Netted Brakefern,Endangered,Pteris zahlbruckneriana,25-Nov-03,Plantae,Polypodiophyta,Polypodiatae,Pteridales,Pteridaceae,Pteris
Pterodroma arminjoniana,"Round Island Petrel, Trinidade Petrel",Critically Endangered,Pterodroma arminjoniana,2-Jul-02,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma
Pterodroma heraldica,Herald Petrel,Critically Endangered,Pterodroma heraldica,2-Jul-02,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma
Pterodroma leucoptera leucoptera,"Gould's Petrel, Australian Gould's Petrel",Endangered,Pterodroma leucoptera leucoptera,16-Jul-00,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma
Pterodroma mollis,Soft-plumaged Petrel,Vulnerable,Pterodroma mollis,16-Jul-00,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma
Pterodroma neglecta neglecta,Kermadec Petrel (western),Vulnerable,Pterodroma neglecta neglecta,16-Jul-00,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma
Pteropus conspicillatus,Spectacled Flying-fox,Endangered,Pteropus conspicillatus,22-Feb-19,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus
Pteropus natalis,"Christmas Island Flying-fox, Christmas Island Fruit-bat",Critically Endangered,Pteropus natalis,3-Jan-14,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus
Pteropus poliocephalus,Grey-headed Flying-fox,Vulnerable,Pteropus poliocephalus,6-Dec-01,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus
Pterostylis X aenigma,Enigmatic Greenhood,Endangered,Pterostylis X aenigma,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Pterostylis
Pterostylis arenicola,Sandhill Greenhood Orchid,Vulnerable,Pterostylis arenicola,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Pterostylis
Pterostylis basaltica,Basalt Greenhood,Endangered,Pterostylis basaltica,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Pterostylis
Pterostylis bicornis, ,Vulnerable,Pterostylis bicornis,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Pterostylis
Pterostylis bryophila,Hindmarsh Valley Greenhood,Critically Endangered,Pterostylis bryophila,27-Nov-06,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Pterostylis
Pterostylis cheraphila,Floodplain Rustyhood,Vulnerable,Pterostylis cheraphila,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Pterostylis
Pterostylis chlorogramma,Green-striped Greenhood,Vulnerable,Pterostylis chlorogramma,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Pterostylis
Pterostylis commutata,Midland Greenhood,Critically Endangered,Pterostylis commutata,16-Oct-01,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Pterostylis
Pterostylis cucullata,Leafy Greenhood,Vulnerable,Pterostylis cucullata,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Pterostylis
Pterostylis despectans,Lowly Greenhood,Endangered,Pterostylis despectans,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Pterostylis
Pterostylis gibbosa,"Illawarra Greenhood, Rufa Greenhood, Pouched Greenhood",Endangered,Pterostylis gibbosa,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Pterostylis
Pterostylis lepida,Halbury Greenhood,Endangered,Pterostylis lepida,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Pterostylis
Pterostylis mirabilis,Nodding Rufoushood,Vulnerable,Pterostylis mirabilis,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Pterostylis
Pterostylis oreophila,"Blue-tongued Orchid, Kiandra Greenhood",Critically Endangered,Pterostylis oreophila,3-May-12,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Pterostylis
Pterostylis pratensis,Liawenee Greenhood,Vulnerable,Pterostylis pratensis,16-Oct-01,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Pterostylis
