Scientific Name,Common Name,EPBC Threat Status,EPBC Threatened Species Listed Name,EPBC Threatened Species Date Effective,Kingdom,Phylum,Class,Order,Family,Genus
Pterostylis psammophila,Two-bristle Greenhood,Critically Endangered,Pterostylis psammophila,5-May-16,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Pterostylis
Pterostylis pulchella,Pretty Greenhood,Vulnerable,Pterostylis pulchella,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Pterostylis
Pterostylis rubenachii,Arthur River Greenhood,Endangered,Pterostylis rubenachii,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Pterostylis
Pterostylis saxicola,Sydney Plains Greenhood,Endangered,Pterostylis saxicola,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Pterostylis
Pterostylis sinuata,"Northampton Midget Greenhood, Western Swan Grrenhood",Endangered,Pterostylis sinuata,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Pterostylis
Pterostylis sp. Botany Bay (A.Bishop J221/1-13),"Botany Bay Bearded Greenhood, Botany Bay Bearded Orchid",Endangered,Pterostylis sp. Botany Bay (A.Bishop J221/1-13),16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Pterostylis
Pterostylis sp. Hale (R.Bates 21725),Hale Dwarf Greenhood,Endangered,Pterostylis sp. Hale (R.Bates 21725),16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Pterostylis
Pterostylis tenuissima,"Swamp Greenhood, Dainty Swamp Orchid",Vulnerable,Pterostylis tenuissima,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Pterostylis
Pterostylis valida,Robust Greenhood,Critically Endangered,Pterostylis valida,30-Sep-11,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Pterostylis
Pterostylis vernalis,Halbury Rustyhood,Critically Endangered,Pterostylis vernalis,12-Feb-10,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Pterostylis
Pterostylis wapstrarum,Fleshy Greenhood,Critically Endangered,Pterostylis wapstrarum,16-Oct-01,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Pterostylis
Pterostylis xerophila,Desert Greenhood,Vulnerable,Pterostylis xerophila,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Pterostylis
Pterostylis ziegeleri,"Grassland Greenhood, Cape Portland Greenhood",Vulnerable,Pterostylis ziegeleri,26-Nov-08,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Pterostylis
Ptilotus beckerianus,Ironstone Mulla Mulla,Vulnerable,Ptilotus beckerianus,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Ptilotus
Ptilotus pyramidatus,Pyramid Mulla-mulla,Critically Endangered,Ptilotus pyramidatus,12-Dec-13,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Ptilotus
Ptychosema pusillum,Dwarf Pea,Vulnerable,Ptychosema pusillum,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Ptychosema
Pultenaea aristata, ,Vulnerable,Pultenaea aristata,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Pultenaea
Pultenaea baeuerlenii,Budawangs Bush-pea,Vulnerable,Pultenaea baeuerlenii,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Pultenaea
Pultenaea elusa,Elusive Bush-pea,Endangered,Pultenaea elusa,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Pultenaea
Pultenaea glabra,"Smooth Bush-pea, Swamp Bush-pea",Vulnerable,Pultenaea glabra,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Pultenaea
Pultenaea maidenii,Maiden's Bush-pea,Extinct,Pultenaea maidenii,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Pultenaea
Pultenaea parrisiae, ,Vulnerable,Pultenaea parrisiae,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Pultenaea
Pultenaea parviflora, ,Vulnerable,Pultenaea parviflora,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Pultenaea
Pultenaea pauciflora,Narrogin Pea,Vulnerable,Pultenaea pauciflora,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Pultenaea
Pultenaea setulosa, ,Vulnerable,Pultenaea setulosa,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Pultenaea
Pultenaea sp. Genowlan Point (NSW 417813),"Genowlan Point Pultenaea, Genowlan Pultenaea",Critically Endangered,Pultenaea sp. Genowlan Point (NSW 417813),15-Dec-04,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Pultenaea
Pultenaea trichophylla,Tufted Bush-pea,Endangered,Pultenaea trichophylla,1-Dec-09,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Pultenaea
Pultenaea villifera var. glabrescens,"Yellow Bush-pea, Splendid Bush-pea",Vulnerable,Pultenaea villifera var. glabrescens,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Pultenaea
Pultenaea williamsoniana,Williamsons Bush-pea,Vulnerable,Pultenaea williamsoniana,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Pultenaea
Quintalia stoddartii,Stoddart's Helicarionid Land Snail,Critically Endangered,Quintalia stoddartii,8-Jan-09,Animalia,Mollusca,Gastropoda,Pulmonata,Helicarionidae,Quintalia
Ramphotyphlops exocoeti,"Christmas Island Blind Snake, Christmas Island Pink Blind Snake",Vulnerable,Ramphotyphlops exocoeti,16-Jul-00,Animalia,Chordata,Reptilia,Squamata,Typhlopidae,Ramphotyphlops
Randia moorei,Spiny Gardenia,Endangered,Randia moorei,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Rubiales,Rubiaceae,Randia
Ranunculus anemoneus,Anemone Buttercup,Vulnerable,Ranunculus anemoneus,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus
Ranunculus prasinus,"Midlands Buttercup, Tunbridge Buttercup",Endangered,Ranunculus prasinus,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus
Rattus macleari,"Maclear's Rat, Christmas Island Rat",Extinct,Rattus macleari,16-Jul-00,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus
Rattus nativitatis,"Bulldog Rat, Christmas Island Burrowing Rat",Extinct,Rattus nativitatis,16-Jul-00,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus
Reedia spathacea,Reedia,Critically Endangered,Reedia spathacea,7-Jan-09,Plantae,Magnoliophyta,Liliopsida,Cyperales,Cyperaceae,Reedia
Rexea solandri (eastern Australian population),Eastern Gemfish,Conservation Dependent,Rexea solandri (eastern Australian population),22-Jan-09,Animalia,Chordata,Actinopterygii,Perciformes,Gempylidae,Rexea
Rhagodia acicularis,Wongan Rhagodia,Vulnerable,Rhagodia acicularis,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Rhagodia
Rhaphidospora bonneyana, ,Vulnerable,Rhaphidospora bonneyana,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Acanthaceae,Rhaphidospora
Rhaponticum australe,"Austral Cornflower, Native Thistle",Vulnerable,Rhaponticum australe,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Rhaponticum
Rheobatrachus silus,Southern Gastric-brooding Frog,Extinct,Rheobatrachus silus,16-Jul-00,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,Rheobatrachus
Rheobatrachus vitellinus,"Northern Gastric-brooding Frog, Eungella Gastric-brooding Frog",Extinct,Rheobatrachus vitellinus,16-Jul-00,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,Rheobatrachus
Rheodytes leukops,"Fitzroy River Turtle, Fitzroy Tortoise, Fitzroy Turtle, White-eyed River Diver",Vulnerable,Rheodytes leukops,16-Jul-00,Animalia,Chordata,Reptilia,Testudines,Chelidae,Rheodytes
Rhincodon typus,Whale Shark,Vulnerable,Rhincodon typus,16-Oct-01,Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon
Rhinerrhizopsis matutina, ,Vulnerable,Rhinerrhizopsis matutina,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Rhinerrhizopsis
Rhinolophus robertsi,"Large-eared Horseshoe Bat, Greater Large-eared Horseshoe Bat",Vulnerable,Rhinolophus robertsi,7-Dec-16,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus
Rhinonicteris aurantia (Pilbara form),Pilbara Leaf-nosed Bat,Vulnerable,Rhinonicteris aurantia (Pilbara form),4-Apr-01,Animalia,Chordata,Mammalia,Chiroptera,Rhinonycteridae,Rhinonicteris
Rhipidura fuliginosa cervina,"Lord Howe Grey Fantail, Grey Fantail (Lord Howe Island)",Extinct,Rhipidura fuliginosa cervina,16-Jul-00,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Rhipidura
Rhizanthella gardneri,"Western Underground Orchid, Underground Orchid ",Endangered,Rhizanthella gardneri,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Rhizanthella
Rhizanthella slateri,Eastern Underground Orchid,Endangered,Rhizanthella slateri,18-Dec-07,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Rhizanthella
Ricinocarpos brevis, ,Endangered,Ricinocarpos brevis,19-Aug-10,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Ricinocarpos
Ricinocarpos gloria-medii,Glory of the Centre,Vulnerable,Ricinocarpos gloria-medii,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Ricinocarpos
Ricinocarpos trichophorus,Barrens Wedding Bush,Endangered,Ricinocarpos trichophorus,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Ricinocarpos
Ristantia gouldii, ,Vulnerable,Ristantia gouldii,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Ristantia
Romnalda strobilacea, ,Vulnerable,Romnalda strobilacea,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Liliales,Xanthorrhoeaceae,Romnalda
Rostratula australis,Australian Painted Snipe,Endangered,Rostratula australis,15-May-13,Animalia,Chordata,Aves,Charadriiformes,Rostratulidae,Rostratula
Roycea pycnophylloides,Saltmat,Endangered,Roycea pycnophylloides,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Roycea
Rutidosis heterogama,Heath Wrinklewort,Vulnerable,Rutidosis heterogama,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Rutidosis
Rutidosis leiolepis,Monaro Golden Daisy,Vulnerable,Rutidosis leiolepis,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Rutidosis
Rutidosis leptorhynchoides,Button Wrinklewort,Endangered,Rutidosis leptorhynchoides,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Rutidosis
Rytidosperma pumilum,Feldmark Grass,Vulnerable,Rytidosperma pumilum,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,Rytidosperma
Saccolaimus saccolaimus nudicluniatus,"Bare-rumped Sheath-tailed Bat, Bare-rumped Sheathtail Bat",Vulnerable,Saccolaimus saccolaimus nudicluniatus,7-Dec-16,Animalia,Chordata,Mammalia,Chiroptera,Emballonuridae,Saccolaimus
Sagina diemensis,Tasmanian Pearlwort,Endangered,Sagina diemensis,26-Nov-08,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Sagina
Samadera bidwillii,Quassia,Vulnerable,Samadera bidwillii,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Simaroubaceae,Samadera
Samadera sp. Moonee Creek (J.King s.n. Nov. 1949), ,Endangered,Samadera sp. Moonee Creek (J.King s.n. Nov. 1949),16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Simaroubaceae,Samadera
Sankowskya stipularis, ,Endangered,Sankowskya stipularis,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Sankowskya
Sannantha crenulata,Fern-leaf Baeckea,Vulnerable,Sannantha crenulata,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Sannantha
Sannantha tozerensis,a shrub,Vulnerable,Sannantha tozerensis,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Sannantha
Sarcochilus fitzgeraldii,Ravine Orchid,Vulnerable,Sarcochilus fitzgeraldii,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Sarcochilus
Sarcochilus hartmannii,"Waxy Sarcochilus, Blue Knob Orchid",Vulnerable,Sarcochilus hartmannii,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Sarcochilus
Sarcochilus hirticalcar, ,Vulnerable,Sarcochilus hirticalcar,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Sarcochilus
Sarcochilus weinthalii,"Blotched Sarcochilus, Weinthals Sarcanth",Vulnerable,Sarcochilus weinthalii,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Sarcochilus
Sarcophilus harrisii,Tasmanian Devil,Endangered,Sarcophilus harrisii,29-May-09,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae,Sarcophilus
Scaevola macrophylla,Large-flowered Scaevola,Critically Endangered,Scaevola macrophylla,19-Aug-10,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Goodeniaceae,Scaevola
Scaturiginichthys vermeilipinnis,"Redfin Blue Eye, Redfin Blue-eye",Endangered,Scaturiginichthys vermeilipinnis,16-Jul-00,Animalia,Chordata,Actinopterygii,Atheriniformes,Pseudomugilidae,Scaturiginichthys
Schoenia filifolia subsp. subulifolia,Mingenew Everlasting,Endangered,Schoenia filifolia subsp. subulifolia,8-Jan-09,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Schoenia
Sclerolaena blakei, ,Vulnerable,Sclerolaena blakei,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Sclerolaena
Sclerolaena napiformis,Turnip Copperburr,Endangered,Sclerolaena napiformis,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Sclerolaena
Sclerolaena walkeri, ,Vulnerable,Sclerolaena walkeri,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Sclerolaena
Selaginella andrewsii,Tallebudgera spikemoss,Vulnerable,Selaginella andrewsii,23-Feb-13,Plantae,Lycopodiophyta,Lycopodopiatae,Lycopodiales,Selaginellaceae,Selaginella
Semotrachia euzyga,a land snail,Endangered,Semotrachia euzyga,18-Aug-06,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Semotrachia
Senecio australis,a daisy,Vulnerable,Senecio australis,25-Nov-03,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Senecio
Senecio behrianus,"Stiff Groundsel, Behr's Groundsel",Endangered,Senecio behrianus,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Senecio
Senecio evansianus,a daisy,Endangered,Senecio evansianus,25-Nov-03,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Senecio
Senecio georgianus,Grey Groundsel,Extinct,Senecio georgianus,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Senecio
Senecio hooglandii,a daisy,Vulnerable,Senecio hooglandii,25-Nov-03,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Senecio
Senecio macrocarpus,"Large-fruit Fireweed, Large-fruit Groundsel",Vulnerable,Senecio macrocarpus,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Senecio
Senecio megaglossus,Superb Groundsel,Vulnerable,Senecio megaglossus,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Senecio
Senecio psilocarpus,"Swamp Fireweed, Smooth-fruited Groundsel",Vulnerable,Senecio psilocarpus,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Senecio
Seringia exastia,Fringed Fire-bush,Critically Endangered,Seringia exastia,24-Dec-09,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Malvaceae,Seringia
Seriolella brama,Blue Warehou,Conservation Dependent,Seriolella brama,14-Feb-15,Animalia,Chordata,Actinopterygii,Perciformes,Centrolophidae,Seriolella
Setonix brachyurus,Quokka,Vulnerable,Setonix brachyurus,16-Jul-00,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,Setonix
Sinumelon bednalli,Bednall's Land Snail,Endangered,Sinumelon bednalli,18-Aug-06,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,Sinumelon
Sminthopsis butleri,Butler's Dunnart,Vulnerable,Sminthopsis butleri,16-Jul-00,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae,Sminthopsis
Sminthopsis douglasi,Julia Creek Dunnart,Vulnerable,Sminthopsis douglasi,7-Dec-16,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae,Sminthopsis
Sminthopsis griseoventer aitkeni,Kangaroo Island Dunnart,Endangered,Sminthopsis griseoventer aitkeni,16-Jul-00,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae,Sminthopsis
Sminthopsis psammophila,Sandhill Dunnart,Endangered,Sminthopsis psammophila,16-Jul-00,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae,Sminthopsis
Solanum bauerianum,Bridal Flower ,Extinct,Solanum bauerianum,11-May-18,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,Solanum
Solanum dissectum, ,Endangered,Solanum dissectum,7-Dec-16,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,Solanum
Solanum dunalianum, ,Vulnerable,Solanum dunalianum,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,Solanum
Solanum johnsonianum, ,Endangered,Solanum johnsonianum,7-Dec-16,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,Solanum
Solanum karsense,Menindee Nightshade,Vulnerable,Solanum karsense,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,Solanum
Solanum sulphureum, ,Endangered,Solanum sulphureum,7-Dec-16,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,Solanum
Sophora fraseri, ,Vulnerable,Sophora fraseri,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Sophora
Sphaerolobium acanthos,Grampians Globe-pea,Critically Endangered,Sphaerolobium acanthos,7-Dec-16,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Sphaerolobium
Sphenotoma drummondii,Mountain Paper-heath,Endangered,Sphenotoma drummondii,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae,Sphenotoma
Sphyrna lewini,Scalloped Hammerhead,Conservation Dependent,Sphyrna lewini,15-Mar-18,Animalia,Chordata,Chondrichthyes,Chimaeiformes,Sphyrnidae,Sphyrna
Spicospina flammocaerulea,Sunset Frog,Vulnerable,Spicospina flammocaerulea,4-Jul-19,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,Spicospina
Spirogardnera rubescens,Spiral Bush,Endangered,Spirogardnera rubescens,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Santalales,Santalaceae,Spirogardnera
Spyridium coactilifolium,Butterfly Spyridium,Vulnerable,Spyridium coactilifolium,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,Spyridium
Spyridium eriocephalum var. glabrisepalum,MacGillivray Spyridium,Vulnerable,Spyridium eriocephalum var. glabrisepalum,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,Spyridium
Spyridium furculentum,Forked Spyridium,Endangered,Spyridium furculentum,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,Spyridium
Spyridium lawrencei,Small-leaf Spyridium,Endangered,Spyridium lawrencei,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,Spyridium
Spyridium obcordatum,Creeping Dusty Miller,Vulnerable,Spyridium obcordatum,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,Spyridium
Stachystemon nematophorus,Three-flowered Stachystemon,Vulnerable,Stachystemon nematophorus,18-Aug-06,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Stachystemon
Stackhousia annua,"Annual Stackhousia, Annual Candles",Vulnerable,Stackhousia annua,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Celastrales,Stackhousiaceae,Stackhousia
Stenanthemum pimeleoides,"Spreading Stenanthemum, Propellor Plant",Vulnerable,Stenanthemum pimeleoides,26-Nov-08,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,Stenanthemum
Sterna vittata bethunei,"New Zealand Antarctic Tern, Antarctic Tern (New Zealand)",Endangered,Sterna vittata bethunei,16-Jul-00,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna
Sterna vittata vittata,Antarctic Tern (Indian Ocean),Vulnerable,Sterna vittata vittata,16-Jul-00,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna
Sternula nereis nereis,Australian Fairy Tern,Vulnerable,Sternula nereis nereis,3-Mar-11,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sternula
Stiphodon semoni,Opal Cling Goby,Critically Endangered,Stiphodon semoni,16-Feb-11,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Stiphodon
Stipiturus malachurus intermedius,"Fleurieu Peninsula Southern Emu-wren, Mount Lofty Southern Emu-wren",Endangered,Stipiturus malachurus intermedius,16-Jul-00,Animalia,Chordata,Aves,Passeriformes,Maluridae,Stipiturus
Stipiturus malachurus parimeda,Southern Emu-wren (Eyre Peninsula),Vulnerable,Stipiturus malachurus parimeda,16-Jul-00,Animalia,Chordata,Aves,Passeriformes,Maluridae,Stipiturus
Stipiturus mallee,Mallee Emu-wren,Endangered,Stipiturus mallee,7-Sep-08,Animalia,Chordata,Aves,Passeriformes,Maluridae,Stipiturus
Stonesiella selaginoides,Clubmoss Bush-pea,Endangered,Stonesiella selaginoides,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Stonesiella
Streblus pendulinus,"Siah's Backbone, Sia's Backbone, Isaac Wood",Endangered,Streblus pendulinus,25-Nov-03,Plantae,Magnoliophyta,Magnoliopsida,Urticales,Moraceae,Streblus
Strepera fuliginosa colei,Black Currawong (King Island),Vulnerable,Strepera fuliginosa colei,31-Oct-15,Animalia,Chordata,Aves,Passeriformes,Artamidae,Strepera
Strepera graculina crissalis,"Lord Howe Island Currawong, Pied Currawong (Lord Howe Island)",Vulnerable,Strepera graculina crissalis,16-Jul-00,Animalia,Chordata,Aves,Passeriformes,Artamidae,Strepera
Stylidium amabile, ,Critically Endangered,Stylidium amabile,4-Jul-19,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Stylidiaceae,Stylidium
Stylidium applanatum,Flat-leaved Triggerplant,Critically Endangered,Stylidium applanatum,15-Feb-18,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Stylidiaceae,Stylidium
Stylidium asymmetricum,Asymmetric Triggerplant,Endangered,Stylidium asymmetricum,4-Jul-19,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Stylidiaceae,Stylidium
Stylidium coroniforme subsp. amblyphyllum, ,Endangered,Stylidium coroniforme subsp. amblyphyllum,4-Jul-19,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Stylidiaceae,Stylidium
Stylidium coroniforme subsp. coroniforme,"Wongan Hills Triggerplant, Wongan Triggerplant",Endangered,Stylidium coroniforme subsp. coroniforme,4-Jul-19,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Stylidiaceae,Stylidium
