,Species,Common_Name,Category,Presence_Type,Kingdom,Phylum,Class,Order,Family,Location 1,Location 2,Location 3,Location 4,Location 5,Location 6,Location 7,Location 8,Location 9,Location 10,Location 11,Location 12,Location 13,Location 14,Location 15,Location 16,
145,Anigozanthos bicolor subsp. minor,"Little Kangaroo Paw, Two-coloured Kangaroo Paw, Small Two-colour Kangaroo Paw",Endangered,Endemic,Plantae,Magnoliophyta,Liliopsida,Liliales,Haemodoraceae,WA,,,,,,,,,,,,,,,,
146,Anigozanthos viridis subsp. terraspectans,Dwarf Green Kangaroo Paw,Vulnerable,Endemic,Plantae,Magnoliophyta,Liliopsida,Liliales,Haemodoraceae,WA,,,,,,,,,,,,,,,,
147,Anomalopus mackayi,"Five-clawed Worm-skink, Long-legged Worm-skink",Vulnerable,Present,Animalia,Chordata,Reptilia,Squamata,Scincidae,NSW, QLD,,,,,,,,,,,,,,,
148,Anous tenuirostris melanops,Australian Lesser Noddy,Vulnerable,Present,Animalia,Chordata,Aves,Charadriiformes,Laridae,ACR, OCE, WA,,,,,,,,,,,,,,
149,Antechinus argentus,Silver-headed Antechinus,Endangered,Present,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae,QLD,,,,,,,,,,,,,,,,
150,Antechinus arktos,Black-tailed Antechinus,Endangered,Present,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae,NSW, QLD,,,,,,,,,,,,,,,
151,Antechinus bellus,Fawn Antechinus,Vulnerable,Present,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae,NT,,,,,,,,,,,,,,,,
152,Antechinus minimus maritimus,Swamp Antechinus (mainland),Vulnerable,Present,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae,SA, VIC,,,,,,,,,,,,,,,
153,Anthocercis gracilis,Slender Tailflower,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,WA,,,,,,,,,,,,,,,,
154,Anthochaera phrygia,Regent Honeyeater,Critically Endangered,Present,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,ACT, NSW, QLD, SA, TER, VIC,,,,,,,,,,,
155,Antipodia chaostola leucophaea,"Tasmanian Chaostola Skipper, Heath-sand Skipper",Endangered,Endemic,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,TAS,,,,,,,,,,,,,,,,
156,Apatophyllum olsenii,,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Celastrales,Celastraceae,QLD,,,,,,,,,,,,,,,,
157,Apium prostratum subsp. Porongurup Range (G.J.Keighery 8631),"Fine-leaved Apium, Porongurup Celery",Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Apiaceae,WA,,,,,,,,,,,,,,,,
158,Aplonis fusca,Tasman Starling,Extinct,Extinct,Animalia,Chordata,Aves,Passeriformes,Sturnidae,AET, NSW,,,,,,,,,,,,,,,
159,Aponogeton bullosus,,Endangered,Endemic,Plantae,Magnoliophyta,Liliopsida,Najadales,Aponogetonaceae,QLD,,,,,,,,,,,,,,,,
160,Aponogeton prolifer,an aquatic herb,Endangered,Endemic,Plantae,Magnoliophyta,Liliopsida,Najadales,Aponogetonaceae,QLD,,,,,,,,,,,,,,,,
161,Aprasia parapulchella,"Pink-tailed Worm-lizard, Pink-tailed Legless Lizard",Vulnerable,Present,Animalia,Chordata,Reptilia,Squamata,Pygopodidae,ACT, NSW, VIC,,,,,,,,,,,,,,
162,Aprasia pseudopulchella,Flinders Ranges Worm-lizard,Vulnerable,Endemic,Animalia,Chordata,Reptilia,Squamata,Pygopodidae,SA,,,,,,,,,,,,,,,,
163,Aquila audax fleayi,"Tasmanian Wedge-tailed Eagle, Wedge-tailed Eagle (Tasmanian)",Endangered,Endemic,Animalia,Chordata,Aves,Falconiformes,Accipitridae,TAS,,,,,,,,,,,,,,,,
164,Archidendron lovelliae,"Bacon Wood, Tulip Siris",Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,QLD,,,,,,,,,,,,,,,,
165,Archontophoenix myolensis,"Myola Palm, Myola Archontophoenix",Endangered,Endemic,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,QLD,,,,,,,,,,,,,,,,
166,Arctocephalus tropicalis,Subantarctic Fur-seal,Endangered,Present,Animalia,Chordata,Mammalia,Pinnipedia,Otariidae,AET, ANT, HI, OCE, TAS,,,,,,,,,,,,
167,Arctocephalus tropicalis,Subantarctic Fur-seal,Endangered,Vagrant,Animalia,Chordata,Mammalia,Pinnipedia,Otariidae,SA, VIC, WA,,,,,,,,,,,,,,
168,Argynnis hyperbius inconstans,Australian Fritillary,Critically Endangered,Present,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,NSW,,,,,,,,,,,,,,,,
169,Argyrotegium nitidulum,Shining Cudweed,Vulnerable,Present,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,NSW, TAS, VIC,,,,,,,,,,,,,,
170,Aristida annua,,Vulnerable,Endemic,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,QLD,,,,,,,,,,,,,,,,
171,Aristida granitica,,Endangered,Endemic,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,QLD,,,,,,,,,,,,,,,,
172,Arthraxon hispidus,Hairy-joint Grass,Vulnerable,Present,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,NSW, QLD,,,,,,,,,,,,,,,
173,Asperula asthenes,Trailing Woodruff,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Rubiales,Rubiaceae,NSW,,,,,,,,,,,,,,,,
174,Asplenium hookerianum,Maidenhair Spleenwort,Vulnerable,Present,Plantae,Polypodiophyta,Polypodiatae,Aspidiales,Aspleniaceae,TAS, VIC,,,,,,,,,,,,,,,
175,Asplenium listeri,Christmas Island Spleenwort,Critically Endangered,Endemic,Plantae,Polypodiophyta,Polypodiatae,Aspidiales,Aspleniaceae,AET, CI,,,,,,,,,,,,,,,
176,Asplenium pellucidum,,Vulnerable,Endemic,Plantae,Polypodiophyta,Polypodiatae,Aspidiales,Aspleniaceae,QLD,,,,,,,,,,,,,,,,
177,Asplenium wildii,,Vulnerable,Endemic,Plantae,Polypodiophyta,Polypodiatae,Aspidiales,Aspleniaceae,QLD,,,,,,,,,,,,,,,,
178,Astacopsis gouldi,"Giant Freshwater Crayfish, Tasmanian Giant Freshwater Lobster",Vulnerable,Endemic,Animalia,Arthropoda,Malacostraca,Decapoda,Parastacidae,TAS,,,,,,,,,,,,,,,,
179,Astelia australiana,Tall Astelia,Vulnerable,Endemic,Plantae,Magnoliophyta,Liliopsida,Liliales,Liliaceae,VIC,,,,,,,,,,,,,,,,
180,Asterolasia elegans,,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,NSW,,,,,,,,,,,,,,,,
181,Asterolasia nivea,Bindoon Starbush,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,WA,,,,,,,,,,,,,,,,
182,Asterolasia phebalioides,Downy Star-bush,Vulnerable,Present,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,SA, VIC,,,,,,,,,,,,,,,
183,Astrotricha crassifolia,Thick-leaf Star-hair,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Araliaceae,NSW,,,,,,,,,,,,,,,,
184,Astrotricha roddii,,Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Araliaceae,NSW, QLD,,,,,,,,,,,,,,,
185,Atalaya brevialata,,Critically Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae,NT,,,,,,,,,,,,,,,,
186,Atalaya collina,Yarwun Whitewood,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae,QLD,,,,,,,,,,,,,,,,
187,Atrichornis clamosus,"Noisy Scrub-bird, Tjimiluk",Endangered,Endemic,Animalia,Chordata,Aves,Passeriformes,Atrichornithidae,WA,,,,,,,,,,,,,,,,
188,Atrichornis rufescens,Rufous Scrub-bird,Endangered,Present,Animalia,Chordata,Aves,Passeriformes,Atrichornithidae,NSW, QLD,,,,,,,,,,,,,,,
189,Atriplex infrequens,,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,NSW,,,,,,,,,,,,,,,,
190,Atriplex yeelirrie,,Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,WA,,,,,,,,,,,,,,,,
191,Austrostipa bronwenae,,Endangered,Present,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,WA,,,,,,,,,,,,,,,,
192,Austrostipa jacobsiana,,Critically Endangered,Present,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,WA,,,,,,,,,,,,,,,,
193,Austrostipa metatoris,,Vulnerable,Present,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,NSW, SA, VIC,,,,,,,,,,,,,,
194,Austrostipa wakoolica,,Endangered,Present,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,NSW, VIC,,,,,,,,,,,,,,,
195,Azorella macquariensis,"Macquarie Azorella, Macquarie Cushions",Critically Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Apiaceae,AET, TAS,,,,,,,,,,,,,,,
196,Baeckea kandos,a shrub,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,NSW,,,,,,,,,,,,,,,,
197,Balaenoptera borealis,Sei Whale,Vulnerable,Present,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,AET, ANT, CI, CKI, CSI, HI, NSW, OCE, QLD, SA, TAS, VIC, WA,,,,
198,Balaenoptera musculus,Blue Whale,Endangered,Present,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,ACR, AET, ANT, CI, CKI, CSI, HI, NI, NSW, NT, OCE, QLD, SA, TAS, VIC, WA,
199,Balaenoptera physalus,Fin Whale,Vulnerable,Present,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,AET, ANT, HI, NSW, OCE, QLD, SA, TAS, VIC, WA,,,,,,,
200,Ballantinia antipoda,Southern Shepherd's Purse,Endangered,Extinct,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,TAS,,,,,,,,,,,,,,,,
201,Ballantinia antipoda,Southern Shepherd's Purse,Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,VIC,,,,,,,,,,,,,,,,
202,Baloghia marmorata,"Marbled Balogia, Jointed Baloghia",Vulnerable,Present,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,NSW, QLD,,,,,,,,,,,,,,,
203,Baloskion longipes,Dense Cord-rush,Vulnerable,Endemic,Plantae,Magnoliophyta,Liliopsida,Restionales,Restionaceae,NSW,,,,,,,,,,,,,,,,
204,Banksia anatona,Cactus Dryandra,Critically Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,WA,,,,,,,,,,,,,,,,
205,Banksia aurantia,Orange Dryandra,Critically Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,WA,,,,,,,,,,,,,,,,
206,Banksia brownii,"Brown's Banksia, Feather-leaved Banksia",Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,WA,,,,,,,,,,,,,,,,
207,Banksia catoglypta,,Vulnerable,Present,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,WA,,,,,,,,,,,,,,,,
208,Banksia cuneata,"Matchstick Banksia, Quairading Banksia",Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,WA,,,,,,,,,,,,,,,,
209,Banksia fuscobractea,Dark-bract Banksia,Critically Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,WA,,,,,,,,,,,,,,,,
210,Banksia goodii,Good's Banksia,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,WA,,,,,,,,,,,,,,,,
211,Banksia ionthocarpa,Kamballup Dryandra,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,WA,,,,,,,,,,,,,,,,
212,Banksia mimica,Summer Honeypot,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,WA,,,,,,,,,,,,,,,,
213,Banksia montana,Stirling Range Dryandra,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,WA,,,,,,,,,,,,,,,,
214,Banksia nivea subsp. uliginosa,Swamp Honeypot,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,WA,,,,,,,,,,,,,,,,
215,Banksia oligantha,Wagin Banksia,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,WA,,,,,,,,,,,,,,,,
216,Banksia pseudoplumosa,False Plumed-Banksia,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,WA,,,,,,,,,,,,,,,,
217,Banksia rufa subsp. pumila,,Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,WA,,,,,,,,,,,,,,,,
218,Banksia serratuloides subsp. perissa,Northern Serrate Dryandra,Critically Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,WA,,,,,,,,,,,,,,,,
219,Banksia serratuloides subsp. serratuloides,Southern Serrate Dryandra,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,WA,,,,,,,,,,,,,,,,
220,Banksia sphaerocarpa var. dolichostyla,"Ironcaps Banksia, Ironcap Banksia",Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,WA,,,,,,,,,,,,,,,,
221,Banksia squarrosa subsp. argillacea,Whicher Range Dryandra,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,WA,,,,,,,,,,,,,,,,
222,Banksia verticillata,"Granite Banksia, Albany Banksia, River Banksia",Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,WA,,,,,,,,,,,,,,,,
223,Banksia vincentia,,Critically Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,NSW,,,,,,,,,,,,,,,,
224,Banksia vincentia,,Critically Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,TER,,,,,,,,,,,,,,,,
225,Barbarea australis,"Native Wintercress, Riverbed Wintercress",Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,TAS,,,,,,,,,,,,,,,,
226,Bellatorias obiri,Arnhem Land Egernia,Endangered,Endemic,Animalia,Chordata,Reptilia,Squamata,Scincidae,NT,,,,,,,,,,,,,,,,
227,Bertmainius colonus,Eastern Stirling Range Pygmy Trapdoor Spider,Vulnerable,Endemic,Animalia,Arthropoda,Arachnida,Araneae,Migidae,WA,,,,,,,,,,,,,,,,
228,Bertmainius tingle,Tingle Pygmy Trapdoor Spider,Endangered,Endemic,Animalia,Arthropoda,Arachnida,Araneae,Migidae,WA,,,,,,,,,,,,,,,,
229,Bertya calycina,a shrub,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,QLD,,,,,,,,,,,,,,,,
230,Bertya ernestiana,a shrub,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,QLD,,,,,,,,,,,,,,,,
231,Bertya granitica,a shrub,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,QLD,,,,,,,,,,,,,,,,
232,Bertya ingramii,a shrub,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,NSW,,,,,,,,,,,,,,,,
233,Bertya opponens,,Vulnerable,Present,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,NSW, QLD,,,,,,,,,,,,,,,
234,Bertya pinifolia,a shrub,Vulnerable,Present,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,NSW, QLD,,,,,,,,,,,,,,,
235,Bertya tasmanica subsp. tasmanica,Tasmanian Bertya,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,TAS,,,,,,,,,,,,,,,,
236,Bettongia gaimardi gaimardi,"Eastern Bettong (mainland), Eastern Rat-kangaroo",Extinct,Extinct,Animalia,Chordata,Mammalia,Diprotodonta,Potoroidae,NSW, QLD, SA, VIC,,,,,,,,,,,,,
237,Bettongia lesueur Barrow and Boodie Islands subspecies,"Boodie, Burrowing Bettong (Barrow and Boodie Islands)",Vulnerable,Endemic,Animalia,Chordata,Mammalia,Diprotodonta,Potoroidae,WA,,,,,,,,,,,,,,,,
238,Bettongia lesueur graii,"Boodie (inland), Burrowing Bettong (inland)",Extinct,Extinct,Animalia,Chordata,Mammalia,Diprotodonta,Potoroidae,NSW, NT, SA, WA,,,,,,,,,,,,,
239,Bettongia lesueur lesueur,"Burrowing Bettong (Shark Bay), Boodie",Vulnerable,Present,Animalia,Chordata,Mammalia,Diprotodonta,Potoroidae,WA,,,,,,,,,,,,,,,,
240,Bettongia lesueur lesueur,"Burrowing Bettong (Shark Bay), Boodie",Vulnerable,Translocated,Animalia,Chordata,Mammalia,Diprotodonta,Potoroidae,NSW, SA,,,,,,,,,,,,,,,
241,Bettongia penicillata ogilbyi,Woylie,Endangered,Present,Animalia,Chordata,Mammalia,Diprotodonta,Potoroidae,SA, WA,,,,,,,,,,,,,,,
242,Bettongia penicillata ogilbyi,Woylie,Endangered,Translocated,Animalia,Chordata,Mammalia,Diprotodonta,Potoroidae,NSW,,,,,,,,,,,,,,,,
243,Bettongia penicillata penicillata,"Brush-tailed Bettong (central and south-east), Brush-tailed Bettong (south-east mainland)",Extinct,Extinct,Animalia,Chordata,Mammalia,Diprotodonta,Potoroidae,NSW, NT, SA, VIC, WA,,,,,,,,,,,,
244,Bettongia tropica,Northern Bettong,Endangered,Endemic,Animalia,Chordata,Mammalia,Diprotodonta,Potoroidae,QLD,,,,,,,,,,,,,,,,
245,Bettongia tropica,Northern Bettong,Endangered,Extinct in state,Animalia,Chordata,Mammalia,Diprotodonta,Potoroidae,NSW,,,,,,,,,,,,,,,,
246,Beyeria lepidopetala,"Small-petalled Beyeria, Short-petalled Beyeria",Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,WA,,,,,,,,,,,,,,,,
247,Beyeria subtecta,Kangaroo Island Turpentine Bush,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,SA,,,,,,,,,,,,,,,,
248,Bidyanus bidyanus,"Silver Perch, Bidyan",Critically Endangered,Present,Animalia,Chordata,Actinopterygii,Perciformes,Terapontidae,ACT, NSW, QLD, SA, VIC,,,,,,,,,,,,
249,Blechnum norfolkianum,Norfolk Island Water-fern,Endangered,Endemic,Plantae,Polypodiophyta,Polypodiatae,Blechnales,Blechnaceae,AET, NI,,,,,,,,,,,,,,,
250,Boehmeria australis subsp. australis,"Tree Nettle, Nettletree",Critically Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Urticales,Urticaceae,AET, NI,,,,,,,,,,,,,,,
251,Boronia adamsiana,Barbalin Boronia,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,WA,,,,,,,,,,,,,,,,
252,Boronia capitata subsp. capitata,a shrub,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,WA,,,,,,,,,,,,,,,,
253,Boronia clavata,Bremer Boronia,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,WA,,,,,,,,,,,,,,,,
254,Boronia deanei,Deane's Boronia,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,NSW,,,,,,,,,,,,,,,,
255,Boronia exilis,Scott River Boronia,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,WA,,,,,,,,,,,,,,,,
256,Boronia galbraithiae,"Aniseed Boronia, Galbraith's Boronia",Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,VIC,,,,,,,,,,,,,,,,
257,Boronia granitica,Granite Boronia,Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,NSW, QLD,,,,,,,,,,,,,,,
258,Boronia gunnii,"Gunn's Boronia, Cataract Gorge Boronia",Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,TAS,,,,,,,,,,,,,,,,
259,Boronia hemichiton,Mt Arthur Boronia,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,TAS,,,,,,,,,,,,,,,,
260,Boronia hippopala,Velvet Boronia,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,TAS,,,,,,,,,,,,,,,,
261,Boronia keysii,Key's Boronia,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,QLD,,,,,,,,,,,,,,,,
262,Boronia quadrilata,a shrub,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,NT,,,,,,,,,,,,,,,,
263,Boronia repanda,"Repand Boronia, Border Boronia",Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,NSW, QLD,,,,,,,,,,,,,,,
264,Boronia revoluta,Ironcap Boronia,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,WA,,,,,,,,,,,,,,,,
265,Boronia umbellata,Orara Boronia,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,NSW,,,,,,,,,,,,,,,,
266,Boronia viridiflora,a shrub,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,NT,,,,,,,,,,,,,,,,
267,Borya mirabilis,Grampians Pincushion-lily,Endangered,Endemic,Plantae,Magnoliophyta,Liliopsida,Asparagales,Boryaceae,VIC,,,,,,,,,,,,,,,,
268,Bosistoa transversa,"Three-leaved Bosistoa, Yellow Satinheart",Vulnerable,Present,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,NSW, QLD,,,,,,,,,,,,,,,
269,Bossiaea fragrans,,Critically Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,NSW,,,,,,,,,,,,,,,,
270,Bossiaea oligosperma,,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,NSW,,,,,,,,,,,,,,,,
271,Bossiaea peninsularis,Sword Bossiaea,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,SA,,,,,,,,,,,,,,,,
272,Bossiaea sp. Frankland (E.M.Sandiford EMS 896),,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,WA,,,,,,,,,,,,,,,,
273,Botaurus poiciloptilus,Australasian Bittern,Endangered,Present,Animalia,Chordata,Aves,Ardeiformes,Ardeidae,ACT, NSW, QLD, SA, TAS, VIC, WA,,,,,,,,,,
274,Botaurus poiciloptilus,Australasian Bittern,Endangered,Vagrant,Animalia,Chordata,Aves,Ardeiformes,Ardeidae,NT,,,,,,,,,,,,,,,,
275,Bothriochloa bunyensis,Satin-top Grass,Vulnerable,Endemic,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,QLD,,,,,,,,,,,,,,,,
276,Brachionichthys hirsutus,Spotted Handfish,Critically Endangered,Endemic,Animalia,Chordata,Actinopterygii,Lophiiformes,Brachionichthyidae,TAS,,,,,,,,,,,,,,,,
277,Brachionichthys hirsutus,Spotted Handfish,Critically Endangered,Present,Animalia,Chordata,Actinopterygii,Lophiiformes,Brachionichthyidae,OCE,,,,,,,,,,,,,,,,
278,Brachiopsilus ziebelli,"Ziebell's Handfish, Waterfall Bay Handfish",Vulnerable,Endemic,Animalia,Chordata,Actinopterygii,Lophiiformes,Brachionichthyidae,TAS,,,,,,,,,,,,,,,,
279,Brachiopsilus ziebelli,"Ziebell's Handfish, Waterfall Bay Handfish",Vulnerable,Present,Animalia,Chordata,Actinopterygii,Lophiiformes,Brachionichthyidae,OCE,,,,,,,,,,,,,,,,
280,Brachychiton sp. Ormeau (L.H.Bird AQ435851),Ormeau Bottle Tree,Critically Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Sterculiaceae,QLD,,,,,,,,,,,,,,,,
281,Brachyscias verecundus,Ironstone Brachyscias,Critically Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Apiaceae,WA,,,,,,,,,,,,,,,,
282,Brachyscome muelleri,Corunna Daisy,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,SA,,,,,,,,,,,,,,,,
283,Brachyscome muelleroides,Mueller Daisy,Vulnerable,Present,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,NSW, VIC,,,,,,,,,,,,,,,
284,Brachyscome papillosa,Mossgiel Daisy,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,NSW,,,,,,,,,,,,,,,,
285,Bruguiera hainesii,Haines's Orange Mangrove,Critically Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Rhizophorales,Rhizophoraceae,QLD,,,,,,,,,,,,,,,,
286,Budawangia gnidioides,Budawangs Cliff-heath,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae,NSW,,,,,,,,,,,,,,,,
287,Bulbophyllum globuliforme,"Miniature Moss-orchid, Hoop Pine Orchid",Vulnerable,Present,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,NSW, QLD,,,,,,,,,,,,,,,
288,Bulbophyllum gracillimum,Wispy Umbrella Orchid,Vulnerable,Endemic,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,QLD,,,,,,,,,,,,,,,,
289,Bulbophyllum longiflorum,pale umbrella orchid,Vulnerable,Endemic,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,QLD,,,,,,,,,,,,,,,,
290,Burmannia sp. Bathurst Island (R.Fensham 1021),,Endangered,Endemic,Plantae,Magnoliophyta,Liliopsida,Orchidales,Burmanniaceae,NT,,,,,,,,,,,,,,,,
291,Burramys parvus,Mountain Pygmy-possum,Endangered,Present,Animalia,Chordata,Mammalia,Diprotodonta,Burramyidae,NSW, VIC,,,,,,,,,,,,,,,
292,Cadellia pentastylis,Ooline,Vulnerable,Present,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Surianaceae,NSW, QLD,,,,,,,,,,,,,,,
293,Caladenia actensis,Canberra Spider Orchid,Critically Endangered,Endemic,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,ACT,,,,,,,,,,,,,,,,
294,Caladenia amoena,Charming Spider-orchid,Endangered,Endemic,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,VIC,,,,,,,,,,,,,,,,
