Current Name and SPRAT ID,Current Name and SPRAT ID,Current Name and SPRAT ID,"EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ",EPBC Act Documents ,EPBC Act Documents ,EPBC Act Documents ,Taxonomic Data,Taxonomic Data,Taxonomic Data,Taxonomic Data,Taxonomic Data,Taxonomic Data,Taxonomic Data,"State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence"
Taxon ID,Scientific Name,Common Name,EPBC Threat Status,EPBC Threatened Species Listed Name,EPBC Threatened Species Date Effective,EPBC Act Migratory,Bonn,Listed Name Bonn,CAMBA,Listed Name Camba,JAMBA,Listed Name Jamba,ROKAMBA,Listed Name Rokamba,Marine Status,Listed Name Marine,Cetacean,Finalised Priority Assessment List (FPAL),Listed Name FPAL,Conservation Advice,Recovery Plan,Recovery Plan Decisions,Kingdom,Phylum,Class,Order,Family,Genus,Taxon Group,ACT NC Act,Listed Name,NSW TSC Act and FM Act,Listed Name,NT TPWC Act,Listed Name,Qld NC Act,Listed Name,SA NPW Act,Listed Name,Tas. TSP Act,Listed Name,Vic. FFG Act (Advisory Lists),Listed Name,WA WC Act,Listed Name,IUCN Red List,IUCN Red List Listed Names,Australian Capital Territory,New South Wales,Northern Territory,Queensland,South Australia,Tasmania,Victoria,Western Australia,Ashmore and Cartier Islands,Cocos (Keeling) Islands,Christmas Island,Coral Sea Islands,Jervis Bay Territory,Norfolk Island,Heard and McDonald Islands,Australian Antarctic Territory,Commonwealth Marine Area
69181,Ibacus alticrenatus,"Prawn Killer, Deepwater Bug",,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Malacostraca,Decapoda,Scyllaridae,Ibacus,"crabs, lobsters, shrimps, woodlice",,,,,,,,,,,,,,,,,Least Concern,Ibacus alticrenatus,,,,,,,,,,,,,,,,,
69182,Ibacus brucei,Bruces Bug,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Malacostraca,Decapoda,Scyllaridae,Ibacus,"crabs, lobsters, shrimps, woodlice",,,,,,,,,,,,,,,,,Least Concern,Ibacus brucei,,,,,,,,,,,,,,,,,
69184,Ibacus novemdentatus,Nine-Toothed Bug,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Malacostraca,Decapoda,Scyllaridae,Ibacus,"crabs, lobsters, shrimps, woodlice",,,,,,,,,,,,,,,,,Least Concern,Ibacus novemdentatus,,,,,,,,,,,,,,,,,
69185,Ibacus peronii,Shovelnose Lobster,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Malacostraca,Decapoda,Scyllaridae,Ibacus,"crabs, lobsters, shrimps, woodlice",,,,,,,,,,,,,,,,,Least Concern,Ibacus peronii,,,,,,,,,,,,,,,,,
60366,Ictinogomphus australis,Australian Tiger,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Insecta,Odonata,Lindeniidae,Ictinogomphus,insects,,,,,,,,,,,,,,,,,Least Concern,Ictinogomphus australis,,,,,,,,,,,,,,,,,
90160,Ictinogomphus dobsoni,Pilbara Tiger,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Insecta,Odonata,Lindeniidae,Ictinogomphus,insects,,,,,,,,,,,,,,,,,Near Threatened,Ictinogomphus dobsoni,,,,,,,,,,,,,,,,,
60367,Ictinogomphus paulini,Cape York Tiger,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Insecta,Odonata,Lindeniidae,Ictinogomphus,insects,,,,,,,,,,,,,,,,,Data Deficient,Ictinogomphus paulini,,,,,,,,,,,,,,,,,
85555,Idacarabus cordicollis,"	Cave Beetle (Hastings Cave)",,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Idacarabus,insects,,,,,,,,,,,Rare,Idacarabus cordicollis,,,,,,,,,,,,,,,,,,,,,,,
85556,Idacarabus troglodytes,"	Ida Bay Cave Beetle",,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Idacarabus,insects,,,,,,,,,,,Rare,Idacarabus troglodytes,,,,,,,,,,,,,,,,,,,,,,,
77071,Idiosepius notoides,Southern Pygmy Squid,,,,,,,,,,,,,,,,,,,,,Animalia,Mollusca,Cephalopoda,Sepioidea,Idiosepiidae,Idiosepius,"squid, cuttlefish, octopus, nautilus",,,,,,,,,,,,,,,,,Data Deficient,Idiosepius notoides,,,,,,,,,,,,,,,,,
90321,Idiosoma formosum,Ornate Shield-backed Trapdoor Spider,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Arachnida,Araneae,Idiopidae,Idiosoma,"spiders, scorpions, mites",,,,,,,,,,,,,,,Endangered,Idiosoma formosum,,,,,,,,,,,,,,,,,,,
90322,Idiosoma kopejkaorum,Lake Goorly Shield-backed Trapdoor Spider,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Arachnida,Araneae,Idiopidae,Idiosoma,"spiders, scorpions, mites",,,,,,,,,,,,,,,Endangered,Idiosoma kopejkaorum,,,,,,,,,,,,,,,,,,,
66798,Idiosoma nigrum,"Shield-backed Trapdoor Spider, Black Rugose Trapdoor Spider",Vulnerable,Idiosoma nigrum,14-May-13,,,,,,,,,,,,,,,14-May-13,,Recovery Plan not required,Animalia,Arthropoda,Arachnida,Araneae,Idiopidae,Idiosoma,"spiders, scorpions, mites",,,,,,,,,,,,,,,Endangered,Idiosoma nigrum,,,,,,,,,,Endemic,,,,,,,,,
83566,Idiotropiscis lumnitzeri,Sydney's Pygmy Pipehorse,,,,,,,,,,,,,Listed,Idiotropiscis n. sp.,,,,,,,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Idiotropiscis,ray-finned fishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present
65891,Ileostylus micranthus,Mistletoe,Vulnerable,Ileostylus micranthus,25-Nov-03,,,,,,,,,,,,,,,,28-Jul-10,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Santalales,Loranthaceae,Ileostylus,dicots (two seed leaves),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Endemic,,,
19138,Ilex arnhemensis, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Celastrales,Aquifoliaceae,Ilex,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Ilex arnhemensis,,,,,,,,,,,,,,,,,
11095,Indigofera adesmiifolia,Broad-leaved Indigo,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Indigofera,dicots (two seed leaves),,,,,,,,,,,,, (Vulnerable), (Indigofera adesmiifolia),,,,,,,,,,,,,,,,,,,,,
10308,Indigofera baileyi,Native Legume,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Indigofera,dicots (two seed leaves),,,Endangered,Indigofera baileyi,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
5849,Indigofera bancroftii, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Indigofera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Near Threatened,Indigofera bancroftii,,,,,,,,,,,,,,,,,
20204,Indigofera brevidens, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Indigofera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Indigofera brevidens,,,,,,,,,,,,,,,,,
4951,Indigofera efoliata, ,Endangered,Indigofera efoliata,16-Jul-00,,,,,,,,,,,,,,,3-Jul-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Indigofera,dicots (two seed leaves),,,Endangered,Indigofera efoliata,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
19631,Indigofera helmsii, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Indigofera,dicots (two seed leaves),,,Endangered,Indigofera helmsii,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
17135,Indigofera leucotricha,"White Indigo, Silver Indigo",,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Indigofera,dicots (two seed leaves),,,Endangered,Indigofera leucotricha,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
20757,Indigofera linifolia,Native Indigo,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Indigofera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Indigofera linifolia,,,,,,,,,,,,,,,,,
38561,Indigofera longibractea, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Indigofera,dicots (two seed leaves),,,Endangered,Indigofera longibractea,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
17095,Indigofera monophylla, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Indigofera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Indigofera monophylla,,,,,,,,,,,,,,,,,
84864,Indigofera oxyrachis, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Indigofera,dicots (two seed leaves),,,,,,,Vulnerable,Indigofera oxyrachis,,,,,,,,,,,,,,Present,,,,,,,,,,,,,
15895,Indigofera trita, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Indigofera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Indigofera trita,,,,,,,,,,,,,,,,,
3428,Indigofera verruculosa, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Indigofera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Endangered,Indigofera verruculosa,,,,,,,,,,,,,,,,,
84913,Indohya damocles,Cameron's Cave Pseudoscorpion,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Arachnida,Pseudoscorpiones,Hyidae,Indohya,"spiders, scorpions, mites",,,,,,,,,,,,,,,Critically Endangered,Indohya damocles,,,,,,,,,,Present,,,,,,,,,
60360,Indolestes alleni,Small Reedling,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Indolestes,insects,,,,,,,,,,,,,,,,,Least Concern,Indolestes alleni,,,,,,,,,,,,,,,,,
90027,Indolestes obiri,Cave Reedling,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Indolestes,insects,,,,,,,,,,,,,,,,,Vulnerable,Indolestes obiri,,,,,,,,,,,,,,,,,
58550,Indolestes tenuissimus, ,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Indolestes,insects,,,,,,,,,,,,,,,,,Least Concern,Indolestes tenuissimus,,,,,,,,,,,,,,,,,
72,Indopacetus pacificus,Longman's Beaked Whale,,,,,,,,,,,,,,,Cetacean,,,,,,Animalia,Chordata,Mammalia,Cetacea,Ziphiidae,Indopacetus,mammals,,,,,,,,,,,,,,,,,Data Deficient,Indopacetus pacificus,,,,,,,,,,,,,,,,,Present
90058,Iniistius pentadactylus,Fivefinger Razorfish,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Iniistius,ray-finned fishes,,,,,,,,,,,,,,,,,Least Concern,Iniistius pentadactylus,,,,,,,,,,,,,,,,,
86401,Intellagama lesueurii,"Water Dragon, Eastern Water Dragon",,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Reptilia,Squamata,Agamidae,Intellagama,reptiles,,,,,,,,,,,,,,,,,Least Concern,Intellagama lesueurii,,,,,,,,,,,,,,,,,
2860,Intsia bijuga, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Caesalpiniaceae,Intsia,dicots (two seed leaves),,,,,Critically Endangered,Intsia bijuga,,,,,,,,,,,Vulnerable,Intsia bijuga,,,Present,,,,,,,,,,,,,,
91262,Iotasperma sessilifolium, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Iotasperma,dicots (two seed leaves),,,,,,,,,Rare,Iotasperma sessilifolium,,,,,,,,,,,,,,,,,,,,,,,,,
16531,Ipomoea antonschmidii, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,dicots (two seed leaves),,,,,,,Near Threatened,Ipomoea antonschmidii,,,,,,,,,,,,,,Present,,,,,,,,,,,,,
16671,Ipomoea coptica, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Ipomoea coptica,,,,,,,,,,,,,,,,,
9634,Ipomoea diamantinensis, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,dicots (two seed leaves),,,Endangered,Ipomoea diamantinensis,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
87496,Ipomoea imperati, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,dicots (two seed leaves),,,,,,,Vulnerable,Ipomoea imperati,,,,,,,,,,,,,,Present,,,,,,,,,,,,,
7726,Ipomoea littoralis, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Ipomoea littoralis,,,,,,,,,,,,,,,,,
12758,Ipomoea polymorpha,Silky Cowvine,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,dicots (two seed leaves),,,Endangered,Ipomoea polymorpha,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
2131,Ipomoea saintronanensis, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,dicots (two seed leaves),,,,,,,Vulnerable,Ipomoea saintronanensis,,,,,,,,,,,,,,Present,,,,,,,,,,,,,
6674,Ipomoea tiliacea, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Ipomoea tiliacea,,,,,,,,,,,,,,,,,
86676,Iredaleoconcha caloraphe,land snail,,,,,,,,,,,,,,,,,,,,,Animalia,Mollusca,Gastropoda,Pulmonata,Helicarionidae,Iredaleoconcha,"snails, slugs",,,,,,,,,,,,,,,,,Vulnerable,Iredaleoconcha caporaphe,,,,,,,,,,,,,,,,,
888,Irediparra gallinacea,Comb-crested Jacana,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Aves,Charadriiformes,Jacanidae,Irediparra,birds,,,Vulnerable,Irediparra gallinacea,,,,,,,,,,,,,Least Concern,Irediparra gallinacea,,Present,,,,,,,,,,,,,,,
6756,Irenepharsus magicus, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Irenepharsus,dicots (two seed leaves),,,Endangered,Irenepharsus magicus,,,,,,,,, (Rare), (Irenepharsus magicus),,,,,,Present,,,,,,,,,,,,,,,
10101,Irenepharsus phasmatodes, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Irenepharsus,dicots (two seed leaves),,,,,,,,,Rare,Irenepharsus phasmatodes,,,,,,,,,,,,,,,,,,,,,,,,,
14664,Irenepharsus trypherus,"Delicate Cress, Illawarra Irene",Endangered,Irenepharsus trypherus,16-Jul-00,,,,,,,,,,,,,,,1-Oct-15,,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Irenepharsus,dicots (two seed leaves),,,Endangered,Irenepharsus trypherus,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
6840,Isachne globosa,Swamp Millet,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,Isachne,monocots (single seed leaf),,,,,,,,,,,,,,,,,Least Concern,Isachne globosa,,,,,,,,,,,,,,,,,
6997,Isachne pulchella, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,Isachne,monocots (single seed leaf),,,,,,,,,,,,,,,,,Least Concern,Isachne pulchella,,,,,,,,,,,,,,,,,
91346,Isachne sharpii, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,Isachne,monocots (single seed leaf),,,,,,,Endangered,Isachne sharpii,,,,,,,,,,,,,,,,,,,,,,,,,,,
2668,Ischaemum muticum,Awnless Duck-beak,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,Ischaemum,monocots (single seed leaf),,,,,,,,,,,,,,,,,Least Concern,Ischaemum muticum,,,,,,,,,,,,,,,,,
25262,Ischnura pruinescens, ,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,insects,,,,,,,,,,,,,,,,,Least Concern,Ischnura pruinescens,,,,,,,,,,,,,,,,,
19556,Iseilema macratherum,Bull Flinders-grass,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,Iseilema,monocots (single seed leaf),,,,,,,,,,,,,,,,,Least Concern,Iseilema macratherum,,,,,,,,,,,,,,,,,
17024,Isoetes coromandelina, ,,,,,,,,,,,,,,,,,,,,,Plantae,Lycopodiophyta,Isoetatae,Isoetales,Isoetaceae,Isoetes,,,,,,,,,,,,,,,,,,Least Concern,Isoetes coromandelina,,,,,,,,,,,,,,,,,
56495,Isoetes drummondii subsp. anomala, ,,,,,,,,,,,,,,,,,,,,,Plantae,Lycopodiophyta,Isoetatae,Isoetales,Isoetaceae,Isoetes,,,,,,,,,,,,,, (Poorly known), (Isoetes drummondii subsp. anomala),,,,,,,,,,,,,,,,,,,,,
56494,Isoetes drummondii subsp. drummondii,Plain Quillwort,,,,,,,,,,,,,,,,,,,,,Plantae,Lycopodiophyta,Isoetatae,Isoetales,Isoetaceae,Isoetes,,,,,,,,,,Rare,Isoetes drummondii subsp. drummondii,Rare,Isoetes drummondii subsp. drummondii,,,,,,,,,,Present,Present,Present,Present,Present,,,,,,,,,
4972,Isoetes elatior, ,,,,,,,,,,,,,,,,,,,,,Plantae,Lycopodiophyta,Isoetatae,Isoetales,Isoetaceae,Isoetes,,,,,,,,,,,,Rare,Isoetes elatior,,,,,,,,,,,,,,,,,,,,,,,
18557,Isoetes humilior, ,,,,,,,,,,,,,,,,,,,,,Plantae,Lycopodiophyta,Isoetatae,Isoetales,Isoetaceae,Isoetes,,,,,,,,,,,,Rare,Isoetes humilior,,,,,,,,,,,,,,,,,,,,,,,
56491,Isoetes pusilla, ,,,,,,,,,,,,,,,,,,,,,Plantae,Lycopodiophyta,Isoetatae,Isoetales,Isoetaceae,Isoetes,,,,,,,,,,,,,,Threatened (Endangered),Isoetes pusilla (Isoetes pusilla),,,,,,,,,,,Present,,,,,,,,,,
85317,Isoetes sp. Maxwell River S.J.Jarman HO314082),Limestone Quillwort,,,,,,,,,,,,,,,,,,,,,Plantae,Lycopodiophyta,Isoetatae,Isoetales,Isoetaceae,Isoetes,,,,,,,,,,,,Rare,Isoetes sp. Maxwell River S.J.Jarman HO314082),,,,,,,,,,,,,,,,,,,,,,,
8340,Isoetopsis graminifolia,Grass Cushion,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Isoetopsis,dicots (two seed leaves),,,,,,,,,,,Vulnerable,Isoetopsis graminifolia,,,,,,,,,,,,Present,,,,,,,,,,,
16663,Isoglossa eranthemoides,Isoglossa,Endangered,Isoglossa eranthemoides,16-Jul-00,,,,,,,,,,,,,,,,16-Mar-10,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Acanthaceae,Isoglossa,dicots (two seed leaves),,,Endangered,Isoglossa eranthemoides,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
19332,Isolepis alpina, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Cyperales,Cyperaceae,Isolepis,monocots (single seed leaf),,,,,,,,,,,,, (Poorly known), (Isolepis alpina),,,,,,,,,,,,,,,,,,,,,
3402,Isolepis australiensis, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Cyperales,Cyperaceae,Isolepis,monocots (single seed leaf),,,,,,,,,,,,, (Poorly known), (Isolepis australiensis),,,,,,,,,,,,,,,,,,,,,
14975,Isolepis cernua,Nodding Club-rush,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Cyperales,Cyperaceae,Isolepis,monocots (single seed leaf),,,,,,,,,,,,,,,,,Least Concern,Isolepis cernua,,,,,,,,,,,,,,,,,
8107,Isolepis congrua, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Cyperales,Cyperaceae,Isolepis,monocots (single seed leaf),,,,,,,,,,,,,Threatened (Vulnerable),Isolepis congrua (Isolepis congrua),,,,,,,,,,,Present,,,,,,,,,,
17783,Isolepis fluitans,Floating Club-rush,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Cyperales,Cyperaceae,Isolepis,monocots (single seed leaf),,,,,,,,,,,,,,,,,Least Concern,Isolepis fluitans,,,,,,,,,,,,,,,,,
35853,Isolepis gaudichaudiana, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Cyperales,Cyperaceae,Isolepis,monocots (single seed leaf),,,,,,,,,,,,, (Vulnerable), (Isolepis gaudichaudiana),,,,,,,,,,,,,,,,,,,,,
5838,Isolepis habra, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Cyperales,Cyperaceae,Isolepis,monocots (single seed leaf),,,,,,,,,,,Rare,Isolepis habra,,,,,,,,,,,,,,,,,,,,,,,
21091,Isolepis montivaga, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Cyperales,Cyperaceae,Isolepis,monocots (single seed leaf),,,,,,,,,,,,, (Rare), (Isolepis montivaga),,,,,,,,,,,,,,,,,,,,,
20850,Isolepis producta,Nutty Club-rush,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Cyperales,Cyperaceae,Isolepis,monocots (single seed leaf),,,,,,,,,Vulnerable,Isolepis producta,,,,,,,,,,,,,Present,,,,,,,,,,,,
7431,Isolepis setacea,Bristle Club-rush,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Cyperales,Cyperaceae,Isolepis,monocots (single seed leaf),,,,,,,,,,,,,,,,,Least Concern,Isolepis setacea,,,,,,,,,,,,,,,,,
17496,Isolepis stellata, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Cyperales,Cyperaceae,Isolepis,monocots (single seed leaf),,,,,,,,,,,Rare,Isolepis stellata,,,,,,,,,,,,,,,,,,,,,,,
17286,Isolepis wakefieldiana, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Cyperales,Cyperaceae,Isolepis,monocots (single seed leaf),,,,,,,,,,,,, (Rare), (Isolepis wakefieldiana),,,,,,,,,,,,,,,,,,,,,
275,Isoodon auratus,Golden Bandicoot,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Mammalia,Polyprotodonta,Peramelidae,Isoodon,mammals,,,,,Endangered,Isoodon auratus,,,Endangered,Isoodon auratus,,,,,,,Vulnerable,Isoodon auratus,,,Present,Present,Present,,,Present,,,,,,,,,
66665,Isoodon auratus auratus,Golden Bandicoot (mainland),Vulnerable,Isoodon auratus auratus,16-Jul-00,,,,,,,,,,,,,,,1-Oct-15,,Recovery Plan required,Animalia,Chordata,Mammalia,Polyprotodonta,Peramelidae,Isoodon,mammals,,,Extinct,Isoodon auratus auratus,Endangered*,Isoodon auratus auratus,,,,,,, (Extinct), (Isoodon auratus auratus),Vulnerable,Isoodon auratus auratus,,,,Present,Present,,Present,,,Present,,,,,,,,,
66666,Isoodon auratus barrowensis,Golden Bandicoot (Barrow Island),Vulnerable,Isoodon auratus barrowensis,16-Jul-00,,,,,,,,,,,,,,,11-Apr-14,,Recovery Plan not required,Animalia,Chordata,Mammalia,Polyprotodonta,Peramelidae,Isoodon,mammals,,,,,,,,,,,,,,,Vulnerable,Isoodon auratus barrowensis,,,,,,,,,,Endemic,,,,,,,,,
276,Isoodon macrourus,Northern Brown Bandicoot,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Mammalia,Polyprotodonta,Peramelidae,Isoodon,mammals,,,,,,,,,,,,,,,,,Least Concern,Isoodon macrourus,,,,,,,,,,,,,,,,,
277,Isoodon obesulus,Southern Brown Bandicoot,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Mammalia,Polyprotodonta,Peramelidae,Isoodon,mammals,,,,,,,,,,,,,Threatened,Isoodon obesulus,,,Least Concern,Isoodon obesulus,,,,,,,Present,,,,,,,,,,
