Current Name and SPRAT ID,Current Name and SPRAT ID,Current Name and SPRAT ID,"EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ",EPBC Act Documents ,EPBC Act Documents ,EPBC Act Documents ,Taxonomic Data,Taxonomic Data,Taxonomic Data,Taxonomic Data,Taxonomic Data,Taxonomic Data,Taxonomic Data,"State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence"
Taxon ID,Scientific Name,Common Name,EPBC Threat Status,EPBC Threatened Species Listed Name,EPBC Threatened Species Date Effective,EPBC Act Migratory,Bonn,Listed Name Bonn,CAMBA,Listed Name Camba,JAMBA,Listed Name Jamba,ROKAMBA,Listed Name Rokamba,Marine Status,Listed Name Marine,Cetacean,Finalised Priority Assessment List (FPAL),Listed Name FPAL,Conservation Advice,Recovery Plan,Recovery Plan Decisions,Kingdom,Phylum,Class,Order,Family,Genus,Taxon Group,ACT NC Act,Listed Name,NSW TSC Act and FM Act,Listed Name,NT TPWC Act,Listed Name,Qld NC Act,Listed Name,SA NPW Act,Listed Name,Tas. TSP Act,Listed Name,Vic. FFG Act (Advisory Lists),Listed Name,WA WC Act,Listed Name,IUCN Red List,IUCN Red List Listed Names,Australian Capital Territory,New South Wales,Northern Territory,Queensland,South Australia,Tasmania,Victoria,Western Australia,Ashmore and Cartier Islands,Cocos (Keeling) Islands,Christmas Island,Coral Sea Islands,Jervis Bay Territory,Norfolk Island,Heard and McDonald Islands,Australian Antarctic Territory,Commonwealth Marine Area
85077,Usnea acromelana, ,,,,,,,,,,,,,,,,,,,,,Eumycota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnea,lichens,,,,,,,,,,,,,Threatened (Endangered),Neuropogon acromelanus (Neuropogon acromelanus),,,,,,,,,,,Present,,,,,,,,,,
21682,Utricularia antennifera, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia antennifera,,,,,,,,,,,,,,,,,
21684,Utricularia arnhemica, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia arnhemica,,,,,,,,,,,,,,,,,
7546,Utricularia aurea,Golden Bladderwort,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia aurea,,,,,,,,,,,,,,,,,
13962,Utricularia australis,Yellow Bladderwort,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,Rare,Utricularia australis,Rare,Utricularia australis,,,,,Least Concern,Utricularia australis,,Present,Present,Present,Present,Present,Present,Present,,,,,,,,,
88517,Utricularia barkeri, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia barkeri,,,,,,,,,,,,,,,,,
56486,Utricularia beaugleholei,Beauglehole's Bladderwort,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,Vulnerable,Utricularia beaugleholei,,,,,,,Least Concern,Utricularia beaugleholei,,,,,Present,,,,,,,,,,,,
21683,Utricularia benthamii, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia benthamii,,,,,,,,,,,,,,,,,
20420,Utricularia bifida, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia bifida,,,,,,,,,,,,,,,,,
19127,Utricularia biloba,Moth Bladderwort,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia biloba,,,,,,,,,,,,,,,,,
88518,Utricularia blackmanii, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia blackmanii,,,,,,,,,,,,,,,,,
88519,Utricularia byrneana,a bladderwort,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Vulnerable,Utricularia byrneana,,,,,,,,,,,,,,,,,
10617,Utricularia capilliflora, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia capilliflora,,,,,,,,,,,,,,,,,
21685,Utricularia cheiranthos, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Vulnerable,Utricularia cheiranthos,,,,,,,,,,,,,,,,,
6401,Utricularia chrysantha, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia chrysantha,,,,,,,,,,,,,,,,,
21691,Utricularia circumvoluta, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia circumvoluta,,,,,,,,,,,,,,,,,
9754,Utricularia dichotoma,Fairy Aprons,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia dichotoma,,,,,,,,,,,,,,,,,
21686,Utricularia dunlopii, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia dunlopii,,,,,,,,,,,,,,,,,
17036,Utricularia dunstaniae, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,Vulnerable,Utricularia dunstaniae,,,,,,,,,,,Least Concern,Utricularia dunstaniae,,,Present,,,,,,,,,,,,,,
88166,Utricularia fenshamii, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia fenshamii,,,,,,,,,,,,,,,,,
21687,Utricularia fistulosa, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia fistulosa,,,,,,,,,,,,,,,,,
53675,Utricularia foveolata, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia foveolata,,,,,,,,,,,,,,,,,
8024,Utricularia fulva, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia fulva,,,,,,,,,,,,,,,,,
21688,Utricularia georgei, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia georgei,,,,,,,,,,,,,,,,,
18847,Utricularia gibba,"Humped Bladderwort, Floating Bladderwort",,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,, (Vulnerable), (Utricularia gibba),,,Least Concern,Utricularia gibba,,,,,,,,,,,,,,,,,
88522,Utricularia grampiana, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia grampiana,,,,,,,,,,,,,,,,,
16715,Utricularia hamiltonii, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia hamiltonii,,,,,,,,,,,,,,,,,
18637,Utricularia holtzei, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia holtzei,,,,,,,,,,,,,,,,,
19195,Utricularia inaequalis, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia inaequalis,,,,,,,,,,,,,,,,,
14563,Utricularia involvens, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia involvens,,,,,,,,,,,,,,,,,
88941,Utricularia jobsonii, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia jobsonii,,,,,,,,,,,,,,,,,
20522,Utricularia kamienskii, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia kamienskii,,,,,,,,,,,,,,,,,
13252,Utricularia kimberleyensis, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia kimberleyensis,,,,,,,,,,,,,,,,,
10279,Utricularia lateriflora,Small Bladderwort,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,Vulnerable,Utricularia lateriflora,,,,,,,Least Concern,Utricularia lateriflora,,,,,Present,,,,,,,,,,,,
7196,Utricularia leptoplectra, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia leptoplectra,,,,,,,,,,,,,,,,,
14397,Utricularia leptorhyncha, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia leptorhyncha,,,,,,,,,,,,,,,,,
16438,Utricularia limosa, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia limosa,,,,,,,,,,,,,,,,,
88523,Utricularia lowriei, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia lowriei,,,,,,,,,,,,,,,,,
21178,Utricularia menziesii, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia menziesii,,,,,,,,,,,,,,,,,
11159,Utricularia minutissima, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia minutissima,,,,,,,,,,,,,,,,,
4091,Utricularia monanthos,Tasmanian Bladderwort,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,Threatened (Vulnerable),Utricularia monanthos (Utricularia monanthos),,,Least Concern,Utricularia monanthos,,,,,,,Present,,,,,,,,,,
15063,Utricularia muelleri, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia muelleri,,,,,,,,,,,,,,,,,
19115,Utricularia multifida, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia multifida,,,,,,,,,,,,,,,,,
75854,Utricularia petertaylorii, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia petertaylorii,,,,,,,,,,,,,,,,,
21693,Utricularia quinquedentata, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia quinquedentata,,,,,,,,,,,,,,,,,
21694,Utricularia rhododactylos, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia rhododactylos,,,,,,,,,,,,,,,,,
6134,Utricularia simplex, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia simplex,,,,,,,,,,,,,,,,,
14424,Utricularia singeriana, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,Vulnerable,Utricularia singeriana,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,
33177,Utricularia subulata, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia subulata,,,,,,,,,,,,,,,,,
3951,Utricularia tenella, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,Rare,Utricularia tenella,,,,,Least Concern,Utricularia tenella,,,,,,,,,,,,,,,,,
21696,Utricularia tridactyla, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia tridactyla,,,,,,,,,,,,,,,,,
21697,Utricularia triflora, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia triflora,,,,,,,,,,,,,,,,,
3635,Utricularia tubulata, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia tubulata,,,,,,,,,,,,,,,,,
7863,Utricularia uliginosa,Asian Bladderwort,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia uliginosa,,,,,,,,,,,,,,,,,
33214,Utricularia uniflora, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,, (Poorly known), (Utricularia uniflora),,,Least Concern,Utricularia uniflora,,,,,,,,,,,,,,,,,
14090,Utricularia violacea, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,Rare,Utricularia violacea,Rare,Utricularia violacea, (Rare), (Utricularia violacea),,,Least Concern,Utricularia violacea,,,,,Present,Present,Present,Present,,,,,,,,,
12519,Utricularia volubilis, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia volubilis,,,,,,,,,,,,,,,,,
88524,Utricularia wannanii, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Utricularia wannanii,,,,,,,,,,,,,,,,,
84578,Uvidicolus sphyrurus,"Border Thick-tailed Gecko, Granite Belt Thick-tailed Gecko",Vulnerable,Uvidicolus sphyrurus,16-Jul-00,,,,,,,,,,,,,,,26-Mar-08,,Recovery Plan not required,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Uvidicolus,reptiles,,,Vulnerable,Uvidicolus sphyrurus,,,,,,,,,,,,,Least Concern,Uvidicolus sphyrurus,,"Present, Present",,"Present, Present",,,,,,,,,,,,,
84351,Vachellia nilotica,"Prickly Acacia, Blackthorn, Prickly Mimosa, Black Piquant, Babul",,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Vachellia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia nilotica,,,,,,,,,,,,,,,,,
85331,Vallisneria australis,"River Ribbons, Ribbonweed, Eelweed",,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Hydrocharitales,Hydrocharitaceae,Vallisneria,monocots (single seed leaf),,,,,,,,,,,Rare,Vallisneria australis,,,,,,,,,,,,,,,,,,,,,,,
66283,Vanacampus margaritifer,Mother-of-pearl Pipefish,,,,,,,,,,,,,Listed,Vanacampus margaritifer,,,,,,,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Vanacampus,ray-finned fishes,,,,,,,,,,,,,,,,,Least Concern,Vanacampus margaritifer,,Present,,Present,Present,Present,Present,Present,,,,,,,,,Present
66284,Vanacampus phillipi,Port Phillip Pipefish,,,,,,,,,,,,,Listed,Vanacampus phillipi,,,,,,,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Vanacampus,ray-finned fishes,,,,,,,,,,,,,,,,,Least Concern,Vanacampus phillipi,,Present,,,Present,Present,Present,Present,,,,,,,,,Present
66285,Vanacampus poecilolaemus,"Longsnout Pipefish, Australian Long-snout Pipefish, Long-snouted Pipefish",,,,,,,,,,,,,Listed,Vanacampus poecilolaemus,,,,,,,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Vanacampus,ray-finned fishes,,,,,,,,,,,,,,,,,Least Concern,Vanacampus poecilolaemus,,Present,,,Present,Present,Present,Present,,,,,,,,,Present
66286,Vanacampus vercoi,Verco's Pipefish,,,,,,,,,,,,,Listed,Vanacampus vercoi,,,,,,,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Vanacampus,ray-finned fishes,,,,,,,,,,,,,,,,,Least Concern,Vanacampus vercoi,,,,,Present,,,,,,,,,,,,Present
4494,Vanda hindsii,Cape York Vanda,Vulnerable,Vanda hindsii,16-Jul-00,,,,,,,,,,,,,,,16-Dec-08,,Recovery Plan not required,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Vanda,monocots (single seed leaf),,,,,,,Vulnerable,Vanda hindsii,,,,,,,,,Least Concern,Vanda hindsii,,,,Endemic,,,,,,,,,,,,,
87512,Vandiemenia ratkowskiana, ,,,,,,,,,,,,,,,,,,,,,Plantae,Bryophyta,Hepaticopsida,Jungermanniales,Metzgeriaceae,Vandiemenia,liverworts,,,,,,,,,,,,,,,,,Critically Endangered,Vandiemenia ratkowskiana,,,,,,,,,,,,,,,,,
866,Vanellus miles,Masked Lapwing,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,birds,,,,,,,,,,,,,,,,,Least Concern,Vanellus miles,,,,,,,,,,,,,,,,,
868,Vanellus tricolor,Banded Lapwing,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,birds,,,,,,,,,,,,,,,,,Least Concern,Vanellus tricolor,,,,,,,,,,,,,,,,,
67217,Vanvoorstia bennettiana,Bennett's Seaweed,Extinct,Vanvoorstia bennettiana,16-Oct-01,,,,,,,,,,,,,,,,,,Plantae,Rhodophyta,Rhodophyceae,Ceramiales,Delesseriaceae,Vanvoorstia,"red algae, seaweeds",,,Presumed extinct,Vanvoorstia bennettiana,,,,,,,,,,,,,Extinct,Vanvoorstia bennettiana,,Extinct,,,,,,,,,,,,,,,
78893,Vappodes lithocola,"Dwarf Butterfly Orchid, Cooktown Orchid",Endangered,Vappodes lithocola,16-Jul-00,,,,,,,,,,,,,,,1-Oct-08,,Recovery Plan not required,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Vappodes,monocots (single seed leaf),,,,,,,,,,,,,,,,,,,,,,"Endemic, Endemic",,,,,,,,,,,,,
78894,Vappodes phalaenopsis,Cooktown Orchid,Vulnerable,Vappodes phalaenopsis,16-Jul-00,,,,,,,,,,,,,,,1-Oct-08,,Recovery Plan not required,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Vappodes,monocots (single seed leaf),,,,,,,,,,,,,,,,,,,,,,"Present, Endemic",,,,,,,,,,,,,
1583,Varanus acanthurus,Ridge-Tailed Monitor,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,reptiles,,,,,,,,,,,,,,,,,Least Concern,Varanus acanthurus,,,,,,,,,,,,,,,,,
25956,Varanus baritji,a goanna or monitor,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,reptiles,,,,,,,,,,,,,,,,,Least Concern,Varanus baritji,,,,,,,,,,,,,,,,,
1584,Varanus brevicauda,Short-tailed Pygmy Monitor,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,reptiles,,,,,,,,,Rare,Varanus brevicauda,,,,,,,Least Concern,Varanus brevicauda,,,,,,,,,,,,,,,,,
86866,Varanus bushi,"Pilbara Monitor, Bush's Monitor",,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,reptiles,,,,,,,,,,,,,,,,,Least Concern,Varanus bushi,,,,,,,,,,,,,,,,,
1558,Varanus caudolineatus,a goanna or monitor,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,reptiles,,,,,,,,,,,,,,,,,Least Concern,Varanus caudolineatus,,,,,,,,,,,,,,,,,
1559,Varanus eremius,a goanna or monitor,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,reptiles,,,,,,,,,,,,,,,,,Least Concern,Varanus eremius,,,,,,,,,,,,,,,,,
1560,Varanus giganteus,Perentie,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,reptiles,,,,,,,,,,,,,,,,,Least Concern,Varanus giganteus,,,,,,,,,,,,,,,,,
1561,Varanus gilleni,Pygmy Mulga Monitor,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,reptiles,,,,,,,,,,,,,,,,,Least Concern,Varanus gilleni,,,,,,,,,,,,,,,,,
1562,Varanus glauerti,Kimberley Rock Monitor,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,reptiles,,,,,,,,,,,,,,,,,Least Concern,Varanus glauerti,,,,,,,,,,,,,,,,,
