Scientific Name,Common Name,Threatened status,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,ACI,CKI,CI,CSI,JBT,NFI,HMI,AAT,CMA,Listed SPRAT TaxonID,Kingdom,Class,Family,Genus,Species
Coprosma baueri,Coastal Coprosma,Endangered,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,37851,Plantae,Magnoliopsida,Rubiaceae,Coprosma,baueri
Coprosma pilosa,Mountain Coprosma,Endangered,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,37884,Plantae,Magnoliopsida,Rubiaceae,Coprosma,pilosa
Dasymalla axillaris,Native Foxglove,Critically Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,38829,Plantae,Magnoliopsida,Lamiaceae,Dasymalla,axillaris
Zehneria baueriana,"Native Cucumber, Giant Cucumber",Endangered,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,39253,Plantae,Magnoliopsida,Cucurbitaceae,Zehneria,baueriana
Senecio australis,a daisy,Vulnerable,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,40250,Plantae,Magnoliopsida,Asteraceae,Senecio,australis
Pherosphaera fitzgeraldii,Dwarf Mountain Pine,Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,40324,Plantae,Pinatae,Podocarpaceae,Pherosphaera,fitzgeraldii
Polystichum moorei,Rock Shield Fern,Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,40755,Plantae,Polypodiatae,Dryopteridaceae,Polystichum,moorei
Prasophyllum colemaniae,Lilac LeekNaorchid,Vulnerable,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,41647,Plantae,Liliopsida,Orchidaceae,Prasophyllum,colemaniae
Ungeria floribunda,Bastard Oak,Vulnerable,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,41714,Plantae,Magnoliopsida,Sterculiaceae,Ungeria,floribunda
Hydriastele costata,a palm,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,41998,Plantae,Liliopsida,Arecaceae,Hydriastele,costata
Wikstroemia australis,Kurrajong,Critically Endangered,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,42074,Plantae,Magnoliopsida,Thymelaeaceae,Wikstroemia,australis
Trithuria occidentalis,Swan Hydatella,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,42224,Plantae,Liliopsida,Hydatellaceae,Trithuria,occidentalis
Euphorbia obliqua,a herb,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,44385,Plantae,Magnoliopsida,Euphorbiaceae,Euphorbia,obliqua
Kennedia lateritia,Augusta Kennedia,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,45985,Plantae,Magnoliopsida,Fabaceae,Kennedia,lateritia
Zeuxine polygonoides,Velvet Jewel Orchid,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,46794,Plantae,Liliopsida,Orchidaceae,Zeuxine,polygonoides
Calochilus cupreus,Copper Beard Orchid,Critically Endangered,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,46998,Plantae,Liliopsida,Orchidaceae,Calochilus,cupreus
Pittosporum bracteolatum,Oleander,Vulnerable,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,47181,Plantae,Magnoliopsida,Pittosporaceae,Pittosporum,bracteolatum
Xylosma parvifolia,Na,Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,48040,Plantae,Magnoliopsida,Salicaceae,Xylosma,parvifolia
Calystegia affinis,Na,Critically Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,48909,Plantae,Magnoliopsida,Convolvulaceae,Calystegia,affinis
Lobelia gelida,Na,Vulnerable,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,49983,Plantae,Magnoliopsida,Campanulaceae,Lobelia,gelida
Myoporum obscurum,"Popwood, Sandalwood, Bastard Ironwood",Critically Endangered,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,50255,Plantae,Magnoliopsida,Myoporaceae,Myoporum,obscurum
Ozothamnus selaginoides,"Clubmoss Everlasting, Table Mountain Daisy Bush",Extinct,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,52454,Plantae,Magnoliopsida,Asteraceae,Ozothamnus,selaginoides
Prostanthera schultzii,Na,Vulnerable,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,52651,Plantae,Magnoliopsida,Lamiaceae,Prostanthera,schultzii
Endiandra cooperana,Na,Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,52889,Plantae,Magnoliopsida,Lauraceae,Endiandra,cooperana
Endiandra floydii,Floyd's Walnut,Endangered,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,52955,Plantae,Magnoliopsida,Lauraceae,Endiandra,floydii
Caladenia argocalla,WhiteNabeauty SpiderNaorchid,Endangered,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,54991,Plantae,Liliopsida,Orchidaceae,Caladenia,argocalla
Caladenia brumalis,Winter SpiderNaorchid,Vulnerable,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,54993,Plantae,Liliopsida,Orchidaceae,Caladenia,brumalis
Caladenia colorata,"Coloured SpiderNaorchid, Small Western SpiderNaorchid, Painted SpiderNaorchid",Endangered,Na,Na,Na,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,54999,Plantae,Liliopsida,Orchidaceae,Caladenia,colorata
Caladenia conferta,Coast SpiderNaorchid,Endangered,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55000,Plantae,Liliopsida,Orchidaceae,Caladenia,conferta
Caladenia macroclavia,LargeNaclub SpiderNaorchid,Endangered,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55012,Plantae,Liliopsida,Orchidaceae,Caladenia,macroclavia
Caladenia richardsiorum,Little Dip SpiderNaorchid,Endangered,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55018,Plantae,Liliopsida,Orchidaceae,Caladenia,richardsiorum
Caladenia woolcockiorum,Woolcock's SpiderNaorchid,Vulnerable,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55023,Plantae,Liliopsida,Orchidaceae,Caladenia,woolcockiorum
Caladenia xantholeuca,"White Rabbits, Flinders Ranges White Caladenia",Endangered,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55025,Plantae,Liliopsida,Orchidaceae,Caladenia,xantholeuca
Corybas dentatus,"Toothed HelmetNaorchid, Finniss HelmetNaorchid",Vulnerable,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55042,Plantae,Liliopsida,Orchidaceae,Corybas,dentatus
Dipodium campanulatum,Bell Flower Hyacinth Orchid,Endangered,Na,Na,Na,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55051,Plantae,Liliopsida,Orchidaceae,Dipodium,campanulatum
Daviesia laevis,Grampians BitterNapea,Vulnerable,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55052,Plantae,Magnoliopsida,Fabaceae,Daviesia,laevis
Diuris flavescens,"Pale Yellow Doubletail, Wingham Doubletail",Critically Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55075,Plantae,Liliopsida,Orchidaceae,Diuris,flavescens
Diuris micrantha,Dwarf BeeNaorchid,Vulnerable,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,55082,Plantae,Liliopsida,Orchidaceae,Diuris,micrantha
Diuris praecox,Newcastle Doubletail,Vulnerable,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55086,Plantae,Liliopsida,Orchidaceae,Diuris,praecox
Acacia porcata,Na,Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55115,Plantae,Magnoliopsida,Fabaceae,Acacia,porcata
Genoplesium rhyoliticum,Pambula MidgeNaorchid,Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55116,Plantae,Liliopsida,Orchidaceae,Genoplesium,rhyoliticum
Genoplesium tectum,Cardwell Midge Orchid,Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55130,Plantae,Liliopsida,Orchidaceae,Genoplesium,tectum
Prasophyllum petilum,Tarengo Leek Orchid,Endangered,Yes,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55144,Plantae,Liliopsida,Orchidaceae,Prasophyllum,petilum
Eucalyptus infera,Durikai Mallee,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55145,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,infera
Prasophyllum spicatum,Dense LeekNaorchid,Vulnerable,Na,Na,Na,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55146,Plantae,Liliopsida,Orchidaceae,Prasophyllum,spicatum
Prasophyllum wallum,Wallum LeekNaorchid,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55148,Plantae,Liliopsida,Orchidaceae,Prasophyllum,wallum
Pomaderris clivicola,Na,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55151,Plantae,Magnoliopsida,Rhamnaceae,Pomaderris,clivicola
Homoranthus decumbens,a shrub,Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55186,Plantae,Magnoliopsida,Myrtaceae,Homoranthus,decumbens
Homoranthus lunatus,Na,Vulnerable,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55189,Plantae,Magnoliopsida,Myrtaceae,Homoranthus,lunatus
Homoranthus porteri,Na,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55196,Plantae,Magnoliopsida,Myrtaceae,Homoranthus,porteri
Homoranthus prolixus,Na,Vulnerable,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55198,Plantae,Magnoliopsida,Myrtaceae,Homoranthus,prolixus
Acacia dangarensis,Na,Critically Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55214,Plantae,Magnoliopsida,Fabaceae,Acacia,dangarensis
Amperea xiphoclada var. pedicellata,Na,Extinct,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55225,Plantae,Magnoliopsida,Euphorbiaceae,Amperea,xiphoclada
Tylophora linearis,Na,Endangered,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55231,Plantae,Magnoliopsida,Apocynaceae,Tylophora,linearis
Tylophora rupicola,Na,Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55237,Plantae,Magnoliopsida,Apocynaceae,Tylophora,rupicola
Senecio evansianus,a daisy,Endangered,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,55340,Plantae,Magnoliopsida,Asteraceae,Senecio,evansianus
Senecio hooglandii,a daisy,Vulnerable,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,55346,Plantae,Magnoliopsida,Asteraceae,Senecio,hooglandii
Acacia praemorsa,Senna Wattle,Vulnerable,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55363,Plantae,Magnoliopsida,Fabaceae,Acacia,praemorsa
Calotis moorei,Moore's BurrNadaisy,Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55381,Plantae,Magnoliopsida,Asteraceae,Calotis,moorei
Eucalyptus strzeleckii,Strzelecki Gum,Vulnerable,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55400,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,strzeleckii
Macrozamia lomandroides,cycad,Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55406,Plantae,Cycadatae,Zamiaceae,Macrozamia,lomandroides
Atalaya collina,Yarwun Whitewood,Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55417,Plantae,Magnoliopsida,Sapindaceae,Atalaya,collina
Hoya australis subsp. oramicola,a vine,Vulnerable,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55436,Plantae,Magnoliopsida,Asclepiadaceae,Hoya,australis
Graptophyllum reticulatum,Veiny Graptophyllum,Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55459,Plantae,Magnoliopsida,Acanthaceae,Graptophyllum,reticulatum
Caladenia xanthochila,YellowNalip SpiderNaorchid,Endangered,Na,Yes,Na,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55509,Plantae,Liliopsida,Orchidaceae,Caladenia,xanthochila
Paspalum batianoffii,Na,Extinct,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55516,Plantae,Liliopsida,Poaceae,Paspalum,batianoffii
Grevillea brachystylis subsp. australis,Na,Vulnerable,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,55525,Plantae,Magnoliopsida,Proteaceae,Grevillea,brachystylis
Acacia awestoniana,Stirling Range Wattle,Vulnerable,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,55562,Plantae,Magnoliopsida,Fabaceae,Acacia,awestoniana
Acacia lobulata,Chiddarcooping Wattle,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,55567,Plantae,Magnoliopsida,Fabaceae,Acacia,lobulata
Acacia lanuginophylla,Woolly Wattle,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,55575,Plantae,Magnoliopsida,Fabaceae,Acacia,lanuginophylla
Callistemon pungens,Na,Vulnerable,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55581,Plantae,Magnoliopsida,Myrtaceae,Callistemon,pungens
Acacia unguicula,a shrub,Critically Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,55592,Plantae,Magnoliopsida,Fabaceae,Acacia,unguicula
Acacia brachypoda,Western Wheatbelt Wattle,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,55594,Plantae,Magnoliopsida,Fabaceae,Acacia,brachypoda
Macadamia jansenii,"Bulberin Nut, Bulburin Nut Tree",Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55597,Plantae,Magnoliopsida,Proteaceae,Macadamia,jansenii
Acacia meiantha,Na,Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55608,Plantae,Magnoliopsida,Fabaceae,Acacia,meiantha
Verticordia albida,White Featherflower,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,55635,Plantae,Magnoliopsida,Myrtaceae,Verticordia,albida
Verticordia crebra,Na,Vulnerable,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,55678,Plantae,Magnoliopsida,Myrtaceae,Verticordia,crebra
Verticordia densiflora var. pedunculata,LongNastalked Featherflower,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,55689,Plantae,Magnoliopsida,Myrtaceae,Verticordia,densiflora
Plectranthus torrenticola,Na,Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55728,Plantae,Magnoliopsida,Lamiaceae,Plectranthus,torrenticola
Plectranthus omissus,Na,Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55729,Plantae,Magnoliopsida,Lamiaceae,Plectranthus,omissus
Plectranthus nitidus,"Nightcap Plectranthus, Silver Plectranthus",Endangered,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55742,Plantae,Magnoliopsida,Lamiaceae,Plectranthus,nitidus
Cycas silvestris,Na,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55778,Plantae,Cycadatae,Cycadaceae,Cycas,silvestris
Cycas megacarpa,Na,Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55794,Plantae,Cycadatae,Cycadaceae,Cycas,megacarpa
Cycas platyphylla,a cycad,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55796,Plantae,Cycadatae,Cycadaceae,Cycas,platyphylla
Cycas ophiolitica,Na,Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55797,Plantae,Cycadatae,Cycadaceae,Cycas,ophiolitica
Verticordia pityrhops,"Little Pine Verticordia, PineNalike Featherflower",Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,55798,Plantae,Magnoliopsida,Myrtaceae,Verticordia,pityrhops
Verticordia plumosa var. vassensis,Vasse Featherflower,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,55804,Plantae,Magnoliopsida,Myrtaceae,Verticordia,plumosa
Verticordia spicata subsp. squamosa,ScalyNaleaved Featherflower,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,55822,Plantae,Magnoliopsida,Myrtaceae,Verticordia,spicata
Verticordia staminosa var. cylindracea,Granite Featherflower,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,55823,Plantae,Magnoliopsida,Myrtaceae,Verticordia,staminosa
Verticordia staminosa subsp. staminosa,Wongan Featherflower,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,55825,Plantae,Magnoliopsida,Myrtaceae,Verticordia,staminosa
Budawangia gnidioides,Budawangs CliffNaheath,Vulnerable,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55850,Plantae,Magnoliopsida,Epacridaceae,Budawangia,gnidioides
Calochilus psednus,Cardwell Beard Orchid,Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,55851,Plantae,Liliopsida,Orchidaceae,Calochilus,psednus
Myriophyllum lapidicola,Chiddarcooping Myriophyllum,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,55940,Plantae,Magnoliopsida,Haloragaceae,Myriophyllum,lapidicola
Goodenia integerrima,Gypsum Goodenia,Vulnerable,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,55983,Plantae,Magnoliopsida,Goodeniaceae,Goodenia,integerrima
Styphelia perileuca,Na,Vulnerable,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56017,Plantae,Magnoliopsida,Epacridaceae,Styphelia,perileuca
Goodenia quadrifida,Na,Vulnerable,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56035,Plantae,Magnoliopsida,Goodeniaceae,Goodenia,quadrifida
Persoonia mollis subsp. maxima,Na,Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56075,Plantae,Magnoliopsida,Proteaceae,Persoonia,mollis
Angophora robur,Sandstone RoughNabarked Apple,Vulnerable,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56088,Plantae,Magnoliopsida,Myrtaceae,Angophora,robur
Ozothamnus eriocephalus,Na,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56133,Plantae,Magnoliopsida,Asteraceae,Ozothamnus,eriocephalus
Eucalyptus parramattensis subsp. decadens,"Earp's Gum, Earp's Dirty Gum",Vulnerable,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56148,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,parramattensis
Eucalyptus parvula,SmallNaleaved Gum,Vulnerable,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56153,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,parvula
Eucalyptus aquatica,"Mountain Swamp Gum, BroadNaleaved Sallee, BroadNaleaved Sally",Vulnerable,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56173,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,aquatica
Eucalyptus paedoglauca,Mt Stuart Ironbark,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56188,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,paedoglauca
Eucalyptus caleyi subsp. ovendenii,Ovenden's Ironbark,Vulnerable,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56193,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,caleyi
Ozothamnus tesselatus,Na,Vulnerable,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56203,Plantae,Magnoliopsida,Asteraceae,Ozothamnus,tesselatus
Ozothamnus vagans,Wollumbin Dogwood,Vulnerable,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56207,Plantae,Magnoliopsida,Asteraceae,Ozothamnus,vagans
Eucalyptus robertsonii subsp. hemisphaerica,Robertson's Peppermint,Vulnerable,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56223,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,robertsonii
Eucalyptus langleyi,Albatross Mallee,Vulnerable,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56224,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,langleyi
Eucalyptus copulans,Na,Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56225,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,copulans
Persoonia bargoensis,Bargo Geebung,Vulnerable,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56267,Plantae,Magnoliopsida,Proteaceae,Persoonia,bargoensis
Persoonia laxa,Na,Extinct,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56270,Plantae,Magnoliopsida,Proteaceae,Persoonia,laxa
Acacia courtii,Northern Brother Wattle,Vulnerable,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56299,Plantae,Magnoliopsida,Fabaceae,Acacia,courtii
Boronia umbellata,Orara Boronia,Vulnerable,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56301,Plantae,Magnoliopsida,Rutaceae,Boronia,umbellata
Almaleea cambagei,Torrington Pea,Vulnerable,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56308,Plantae,Magnoliopsida,Fabaceae,Almaleea,cambagei
Astrotricha roddii,Na,Endangered,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56312,Plantae,Magnoliopsida,Araliaceae,Astrotricha,roddii
Eucalyptus kabiana,Mount Beerwah Mallee,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56319,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,kabiana
Eucalyptus beaniana,Bean's Ironbark,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56320,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,beaniana
Grevillea calliantha,"Foote's Grevillea, Cataby Grevillea, Black Magic Grevillea",Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,56339,Plantae,Magnoliopsida,Proteaceae,Grevillea,calliantha
Swainsona pyrophila,Yellow SwainsonNapea,Vulnerable,Na,Yes,Na,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56344,Plantae,Magnoliopsida,Fabaceae,Swainsona,pyrophila
Geniostoma huttonii,Na,Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,56368,Plantae,Magnoliopsida,Loganiaceae,Geniostoma,huttonii
