Scientific Name,Common Name,Threatened status,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,ACI,CKI,CI,CSI,JBT,NFI,HMI,AAT,CMA,Listed SPRAT TaxonID,Kingdom,Class,Family,Genus,Species
Antechinus bellus,Fawn Antechinus,Vulnerable,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,344,Animalia,Mammalia,Dasyuridae,Antechinus,bellus
Erythrura gouldiae,Gouldian Finch,Endangered,Na,Na,Yes,Yes,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,413,Animalia,Aves,Estrildidae,Erythrura,gouldiae
Pardalotus quadragintus,FortyNaspotted Pardalote,Endangered,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,418,Animalia,Aves,Pardalotidae,Pardalotus,quadragintus
Manorina melanotis,BlackNaeared Miner,Endangered,Na,Yes,Na,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,449,Animalia,Aves,Meliphagidae,Manorina,melanotis
Grantiella picta,Painted Honeyeater,Vulnerable,Yes,Yes,Yes,Yes,Yes,Na,Yes,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,470,Animalia,Aves,Meliphagidae,Grantiella,picta
Dasyornis longirostris,Western Bristlebird,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,515,Animalia,Aves,Pardalotidae,Dasyornis,longirostris
Dasyornis brachypterus,Eastern Bristlebird,Endangered,Na,Yes,Na,Yes,Na,Na,Yes,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,533,Animalia,Aves,Pardalotidae,Dasyornis,brachypterus
Amytornis dorotheae,Carpentarian Grasswren,Endangered,Na,Na,Yes,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,558,Animalia,Aves,Maluridae,Amytornis,dorotheae
Amytornis woodwardi,"WhiteNathroated Grasswren, Yirlinkirrkirr",Vulnerable,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,564,Animalia,Aves,Maluridae,Amytornis,woodwardi
Pachycephala rufogularis,RedNalored Whistler,Vulnerable,Na,Yes,Na,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,601,Animalia,Aves,Pachycephalidae,Pachycephala,rufogularis
Petroica multicolor,"Norfolk Island Robin, Pacific Robin",Vulnerable,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,604,Animalia,Aves,Petroicidae,Petroica,multicolor
Atrichornis clamosus,"Noisy ScrubNabird, Tjimiluk",Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,654,Animalia,Aves,Atrichornithidae,Atrichornis,clamosus
Atrichornis rufescens,Rufous ScrubNabird,Endangered,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,655,Animalia,Aves,Atrichornithidae,Atrichornis,rufescens
Hirundapus caudacutus,WhiteNathroated Needletail,Vulnerable,Yes,Yes,Na,Yes,Yes,Yes,Yes,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,682,Animalia,Aves,Apodidae,Hirundapus,caudacutus
Psephotus chrysopterygius,"GoldenNashouldered Parrot, Alwal",Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,720,Animalia,Aves,Psittacidae,Psephotus,chrysopterygius
Psephotus pulcherrimus,Paradise Parrot,Extinct,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,723,Animalia,Aves,Psittacidae,Psephotus,pulcherrimus
Polytelis swainsonii,Superb Parrot,Vulnerable,Yes,Yes,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,738,Animalia,Aves,Psittacidae,Polytelis,swainsonii
Lathamus discolor,Swift Parrot,Critically Endangered,Yes,Yes,Na,Yes,Yes,Yes,Yes,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Yes,744,Animalia,Aves,Psittacidae,Lathamus,discolor
Neophema chrysogaster,OrangeNabellied Parrot,Critically Endangered,Na,Yes,Na,Na,Yes,Yes,Yes,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Yes,747,Animalia,Aves,Psittacidae,Neophema,chrysogaster
Polytelis alexandrae,"Princess Parrot, Alexandra's Parrot",Vulnerable,Na,Na,Yes,Na,Yes,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,758,Animalia,Aves,Psittacidae,Polytelis,alexandrae
Calyptorhynchus baudinii,"Baudin's Cockatoo, LongNabilled BlackNaCockatoo",Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,769,Animalia,Aves,Cacatuidae,Calyptorhynchus,baudinii
Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",Critically Endangered,Na,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Na,Na,Na,Na,Yes,Na,Na,Na,Yes,847,Animalia,Aves,Scolopacidae,Numenius,madagascariensis
Calidris canutus,"Red Knot, Knot",Endangered,Na,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Yes,855,Animalia,Aves,Scolopacidae,Calidris,canutus
Calidris ferruginea,Curlew Sandpiper,Critically Endangered,Na,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Na,Na,Na,Na,Yes,Na,Na,Na,Yes,856,Animalia,Aves,Scolopacidae,Calidris,ferruginea
Calidris tenuirostris,Great Knot,Critically Endangered,Na,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Yes,862,Animalia,Aves,Scolopacidae,Calidris,tenuirostris
Charadrius leschenaultii,"Greater Sand Plover, Large Sand Plover",Vulnerable,Na,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Na,Yes,Na,Na,Na,Na,Na,Yes,877,Animalia,Aves,Charadriidae,Charadrius,leschenaultii
Charadrius mongolus,"Lesser Sand Plover, Mongolian Plover",Endangered,Na,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Na,Na,Na,Yes,Na,Na,Na,Na,Yes,879,Animalia,Aves,Charadriidae,Charadrius,mongolus
Pedionomus torquatus,PlainsNawanderer,Critically Endangered,Na,Yes,Yes,Yes,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,906,Animalia,Aves,Pedionomidae,Pedionomus,torquatus
Turnix melanogaster,BlackNabreasted ButtonNaquail,Vulnerable,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,923,Animalia,Aves,Turnicidae,Turnix,melanogaster
Falco hypoleucos,Grey Falcon,Vulnerable,Yes,Yes,Yes,Yes,Yes,Na,Yes,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,929,Animalia,Aves,Falconidae,Falco,hypoleucos
Leipoa ocellata,Malleefowl,Vulnerable,Na,Yes,Yes,Na,Yes,Na,Yes,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,934,Animalia,Aves,Megapodiidae,Leipoa,ocellata
Erythrotriorchis radiatus,Red Goshawk,Vulnerable,Na,Yes,Yes,Yes,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,942,Animalia,Aves,Accipitridae,Erythrotriorchis,radiatus
Botaurus poiciloptilus,Australasian Bittern,Endangered,Yes,Yes,Na,Yes,Yes,Yes,Yes,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,1001,Animalia,Aves,Ardeidae,Botaurus,poiciloptilus
Fregata andrewsi,"Christmas Island Frigatebird, Andrew's Frigatebird",Endangered,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Yes,1011,Animalia,Aves,Fregatidae,Fregata,andrewsi
Pterodroma mollis,SoftNaplumaged Petrel,Vulnerable,Na,Na,Na,Na,Yes,Yes,Yes,Yes,Na,Na,Na,Na,Na,Na,Yes,Yes,Yes,1036,Animalia,Aves,Procellariidae,Pterodroma,mollis
Halobaena caerulea,Blue Petrel,Vulnerable,Na,Yes,Na,Na,Yes,Yes,Yes,Yes,Na,Na,Na,Na,Na,Na,Yes,Yes,Yes,1059,Animalia,Aves,Procellariidae,Halobaena,caerulea
Macronectes giganteus,"Southern GiantNaPetrel, Southern Giant Petrel",Endangered,Na,Yes,Na,Yes,Yes,Yes,Yes,Yes,Na,Na,Na,Yes,Yes,Yes,Yes,Yes,Yes,1060,Animalia,Aves,Procellariidae,Macronectes,giganteus
Macronectes halli,Northern Giant Petrel,Vulnerable,Na,Yes,Na,Yes,Yes,Yes,Yes,Yes,Na,Na,Na,Yes,Yes,Yes,Yes,Yes,Yes,1061,Animalia,Aves,Procellariidae,Macronectes,halli
Phoebetria fusca,Sooty Albatross,Vulnerable,Na,Yes,Na,Yes,Yes,Yes,Yes,Yes,Na,Na,Na,Na,Na,Na,Yes,Yes,Yes,1075,Animalia,Aves,Diomedeidae,Phoebetria,fusca
Aipysurus apraefrontalis,ShortNanosed Seasnake,Critically Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Yes,Na,Na,Na,Na,Na,Na,Na,Yes,1115,Animalia,Reptilia,Hydrophiidae,Aipysurus,apraefrontalis
Aipysurus foliosquama,LeafNascaled Seasnake,Critically Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Yes,Na,Na,Na,Na,Na,Na,Na,Yes,1118,Animalia,Reptilia,Hydrophiidae,Aipysurus,foliosquama
Hoplocephalus bungaroides,BroadNaheaded Snake,Vulnerable,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,1182,Animalia,Reptilia,Elapidae,Hoplocephalus,bungaroides
Denisonia maculata,Ornamental Snake,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1193,Animalia,Reptilia,Elapidae,Denisonia,maculata
Ramphotyphlops exocoeti,"Christmas Island Blind Snake, Christmas Island Pink Blind Snake",Vulnerable,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,1262,Animalia,Reptilia,Typhlopidae,Ramphotyphlops,exocoeti
Tiliqua adelaidensis,"Pygmy BlueNatongue Lizard, Adelaide BlueNatongue Lizard",Endangered,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1270,Animalia,Reptilia,Scincidae,Tiliqua,adelaidensis
Lerista vittata,"Mount Cooper Striped Skink, Mount Cooper Striped Lerista",Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1308,Animalia,Reptilia,Scincidae,Lerista,vittata
Lerista allanae,"Allan's Lerista, Retro Slider",Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1378,Animalia,Reptilia,Scincidae,Lerista,allanae
Emoia nativitatis,"Christmas Island Forest Skink, Christmas Island WhiptailNaskink",Critically Endangered,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,1400,Animalia,Reptilia,Scincidae,Emoia,nativitatis
Egernia rugosa,Yakka Skink,Vulnerable,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1420,Animalia,Reptilia,Scincidae,Egernia,rugosa
Ctenotus lancelini,Lancelin Island Skink,Vulnerable,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,1482,Animalia,Reptilia,Scincidae,Ctenotus,lancelini
Cryptoblepharus egeriae,"Christmas Island BlueNatailed Skink, BlueNatailed SnakeNaeyed Skink",Critically Endangered,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,1526,Animalia,Reptilia,Scincidae,Cryptoblepharus,egeriae
Ctenophorus yinnietharra,Yinnietharra RockNaDragon,Vulnerable,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,1603,Animalia,Reptilia,Agamidae,Ctenophorus,yinnietharra
Ophidiocephalus taeniatus,Bronzeback SnakeNalizard,Vulnerable,Na,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1630,Animalia,Reptilia,Pygopodidae,Ophidiocephalus,taeniatus
Delma impar,"Striped Legless Lizard, Striped SnakeNalizard",Vulnerable,Yes,Yes,Na,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1649,Animalia,Reptilia,Pygopodidae,Delma,impar
Delma torquata,"Adorned Delma, Collared Delma",Vulnerable,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1656,Animalia,Reptilia,Pygopodidae,Delma,torquata
Aprasia parapulchella,"PinkNatailed WormNalizard, PinkNatailed Legless Lizard",Vulnerable,Yes,Yes,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1665,Animalia,Reptilia,Pygopodidae,Aprasia,parapulchella
Aprasia pseudopulchella,Flinders Ranges WormNalizard,Vulnerable,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1666,Animalia,Reptilia,Pygopodidae,Aprasia,pseudopulchella
Lepidodactylus listeri,"Christmas Island Gecko, Lister's Gecko",Critically Endangered,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,1711,Animalia,Reptilia,Gekkonidae,Lepidodactylus,listeri
Pseudemydura umbrina,Western Swamp Tortoise,Critically Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,1760,Animalia,Reptilia,Chelidae,Pseudemydura,umbrina
Rheodytes leukops,"Fitzroy River Turtle, Fitzroy Tortoise, Fitzroy Turtle, WhiteNaeyed River Diver",Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1761,Animalia,Reptilia,Chelidae,Rheodytes,leukops
Caretta caretta,Loggerhead Turtle,Endangered,Na,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Na,Na,Yes,1763,Animalia,Reptilia,Cheloniidae,Caretta,caretta
Chelonia mydas,Green Turtle,Vulnerable,Na,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Na,Na,Yes,1765,Animalia,Reptilia,Cheloniidae,Chelonia,mydas
Eretmochelys imbricata,Hawksbill Turtle,Vulnerable,Na,Yes,Yes,Yes,Na,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Na,Na,Yes,1766,Animalia,Reptilia,Cheloniidae,Eretmochelys,imbricata
Lepidochelys olivacea,"Olive Ridley Turtle, Pacific Ridley Turtle",Endangered,Na,Yes,Yes,Yes,Na,Na,Na,Yes,Yes,Yes,Yes,Yes,Na,Na,Na,Na,Yes,1767,Animalia,Reptilia,Cheloniidae,Lepidochelys,olivacea
Dermochelys coriacea,"Leatherback Turtle, Leathery Turtle, Luth",Endangered,Na,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Na,Na,Yes,1768,Animalia,Reptilia,Dermochelyidae,Dermochelys,coriacea
Cophixalus hosmeri,"Hosmer's Frog, Rattling NurseryNafrog",Critically Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1789,Animalia,Amphibia,Microhylidae,Cophixalus,hosmeri
Cophixalus mcdonaldi,"McDonald's Frog, Mt Elliot NurseryNafrog",Critically Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1791,Animalia,Amphibia,Microhylidae,Cophixalus,mcdonaldi
Cophixalus neglectus,"Neglected Frog, Bellenden Ker NurseryNafrog",Critically Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1792,Animalia,Amphibia,Microhylidae,Cophixalus,neglectus
Litoria rheocola,Common Mistfrog,Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1802,Animalia,Amphibia,Hylidae,Litoria,rheocola
Cophixalus concinnus,Elegant Frog,Critically Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1815,Animalia,Amphibia,Microhylidae,Cophixalus,concinnus
Litoria nannotis,"Waterfall Frog, Torrent Tree Frog",Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1817,Animalia,Amphibia,Hylidae,Litoria,nannotis
Litoria nyakalensis,"Mountain Mistfrog, Nyakala Frog",Critically Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1820,Animalia,Amphibia,Hylidae,Litoria,nyakalensis
Litoria olongburensis,Wallum Sedge Frog,Vulnerable,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1821,Animalia,Amphibia,Hylidae,Litoria,olongburensis
Litoria piperata,Peppered Tree Frog,Vulnerable,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1827,Animalia,Amphibia,Hylidae,Litoria,piperata
Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",Vulnerable,Yes,Yes,Na,Na,Yes,Yes,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1828,Animalia,Amphibia,Hylidae,Litoria,raniformis
Litoria lorica,Armoured Mistfrog,Critically Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1841,Animalia,Amphibia,Hylidae,Litoria,lorica
Litoria booroolongensis,Booroolong Frog,Endangered,Yes,Yes,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1844,Animalia,Amphibia,Hylidae,Litoria,booroolongensis
Litoria castanea,"YellowNaspotted Tree Frog, YellowNaspotted Bell Frog",Critically Endangered,Yes,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1848,Animalia,Amphibia,Hylidae,Litoria,castanea
Litoria aurea,Green and Golden Bell Frog,Vulnerable,Yes,Yes,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,1870,Animalia,Amphibia,Hylidae,Litoria,aurea
Taudactylus diurnus,"Southern Day Frog, Mt Glorious Torrent Frog",Extinct,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1886,Animalia,Amphibia,Myobatrachidae,Taudactylus,diurnus
Taudactylus eungellensis,Eungella Day Frog,Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1887,Animalia,Amphibia,Myobatrachidae,Taudactylus,eungellensis
Taudactylus pleione,"Kroombit Tinker Frog, Pleione's Torrent Frog",Critically Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1889,Animalia,Amphibia,Myobatrachidae,Taudactylus,pleione
Taudactylus rheophilus,Tinkling Frog,Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1890,Animalia,Amphibia,Myobatrachidae,Taudactylus,rheophilus
Rheobatrachus silus,Southern GastricNabrooding Frog,Extinct,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1909,Animalia,Amphibia,Myobatrachidae,Rheobatrachus,silus
Rheobatrachus vitellinus,"Northern GastricNabrooding Frog, Eungella GastricNabrooding Frog",Extinct,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1910,Animalia,Amphibia,Myobatrachidae,Rheobatrachus,vitellinus
Taudactylus acutirostris,"SharpNasnouted Day Frog, SharpNasnouted Torrent Frog",Extinct,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1911,Animalia,Amphibia,Myobatrachidae,Taudactylus,acutirostris
Pseudophryne corroboree,Southern Corroboree Frog,Critically Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1915,Animalia,Amphibia,Myobatrachidae,Pseudophryne,corroboree
Philoria frosti,Baw Baw Frog,Critically Endangered,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1934,Animalia,Amphibia,Limnodynastidae,Philoria,frosti
Mixophyes balbus,"Stuttering Frog, Southern Barred Frog (in Victoria)",Vulnerable,Na,Yes,Na,Yes,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1942,Animalia,Amphibia,Myobatrachidae,Mixophyes,balbus
Mixophyes iteratus,"Giant Barred Frog, Southern Barred Frog",Endangered,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1944,Animalia,Amphibia,Myobatrachidae,Mixophyes,iteratus
Heleioporus australiacus,Giant Burrowing Frog,Vulnerable,Na,Yes,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,1973,Animalia,Amphibia,Limnodynastidae,Heleioporus,australiacus
Gardenia psidioides,Hann Gardenia,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1988,Plantae,Magnoliopsida,Rubiaceae,Gardenia,psidioides
Pomaderris cotoneaster,Cotoneaster Pomaderris,Endangered,Na,Yes,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,2043,Plantae,Magnoliopsida,Rhamnaceae,Pomaderris,cotoneaster
Beyeria subtecta,Kangaroo Island Turpentine Bush,Vulnerable,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,2076,Plantae,Magnoliopsida,Euphorbiaceae,Beyeria,subtecta
Olearia flocktoniae,Dorrigo DaisyNabush,Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,2083,Plantae,Magnoliopsida,Asteraceae,Olearia,flocktoniae
Caladenia tessellata,"ThickNalipped SpiderNaorchid, Daddy LongNalegs",Vulnerable,Na,Yes,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,2119,Plantae,Liliopsida,Orchidaceae,Caladenia,tessellata
Hypolepis distans,Scrambling GroundNafern,Endangered,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,2148,Plantae,Polypodiatae,Dennstaedtiaceae,Hypolepis,distans
Zieria collina,Na,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,2178,Plantae,Magnoliopsida,Rutaceae,Zieria,collina
Prasophyllum affine,"Jervis Bay Leek Orchid, Culburra LeekNaorchid, Kinghorn Point LeekNaorchid",Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,2210,Plantae,Liliopsida,Orchidaceae,Prasophyllum,affine
Eremophila ternifolia,Wongan Eremophila,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,2293,Plantae,Magnoliopsida,Myoporaceae,Eremophila,ternifolia
Eucalyptus coronata,Crowned Mallee,Vulnerable,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,2308,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,coronata
Prasophyllum goldsackii,Goldsack's LeekNaorchid,Endangered,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,2380,Plantae,Liliopsida,Orchidaceae,Prasophyllum,goldsackii
Eremophila viscida,Varnish Bush,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,2394,Plantae,Magnoliopsida,Myoporaceae,Eremophila,viscida
Homopholis belsonii,Belson's Panic,Vulnerable,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,2406,Plantae,Liliopsida,Poaceae,Homopholis,belsonii
Eremophila lactea,Milky Emu Bush,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,2416,Plantae,Magnoliopsida,Myoporaceae,Eremophila,lactea
Taraxacum cygnorum,Coast Dandelion,Vulnerable,Na,Na,Na,Na,Na,Yes,Yes,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,2508,Plantae,Magnoliopsida,Asteraceae,Taraxacum,cygnorum
Eleocharis papillosa,Dwarf Desert SpikeNarush,Vulnerable,Na,Na,Yes,Na,Yes,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,2519,Plantae,Liliopsida,Cyperaceae,Eleocharis,papillosa
Dendrobium brachypus,Norfolk Island Orchid,Endangered,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,2592,Plantae,Liliopsida,Orchidaceae,Dendrobium,brachypus
Prostanthera eurybioides,Monarto Mintbush,Endangered,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,2603,Plantae,Magnoliopsida,Lamiaceae,Prostanthera,eurybioides
Pultenaea setulosa,Na,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,2705,Plantae,Magnoliopsida,Fabaceae,Pultenaea,setulosa
Dipodium pictum,Na,Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,2723,Plantae,Liliopsida,Orchidaceae,Dipodium,pictum
Acacia phasmoides,Phantom Wattle,Vulnerable,Na,Yes,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,2784,Plantae,Magnoliopsida,Fabaceae,Acacia,phasmoides
Marsdenia longiloba,Clear Milkvine,Vulnerable,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,2794,Plantae,Magnoliopsida,Apocynaceae,Marsdenia,longiloba
Hybanthus cymulosus,Ninghan Violet,Critically Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,2803,Plantae,Magnoliopsida,Violaceae,Hybanthus,cymulosus
Eucalyptus benthamii,"Camden White Gum, Nepean River Gum",Vulnerable,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,2821,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,benthamii
