,Species,Common_Name,Category,Presence_Type,Location,Kingdom,Phylum,Class,Order,Family
175,Asplenium listeri,Christmas Island Spleenwort,Critically Endangered,Endemic,"AET, CI",Plantae,Polypodiophyta,Polypodiatae,Aspidiales,Aspleniaceae
176,Asplenium pellucidum,,Vulnerable,Endemic,QLD,Plantae,Polypodiophyta,Polypodiatae,Aspidiales,Aspleniaceae
177,Asplenium wildii,,Vulnerable,Endemic,QLD,Plantae,Polypodiophyta,Polypodiatae,Aspidiales,Aspleniaceae
178,Astacopsis gouldi,"Giant Freshwater Crayfish, Tasmanian Giant Freshwater Lobster",Vulnerable,Endemic,TAS,Animalia,Arthropoda,Malacostraca,Decapoda,Parastacidae
179,Astelia australiana,Tall Astelia,Vulnerable,Endemic,VIC,Plantae,Magnoliophyta,Liliopsida,Liliales,Liliaceae
180,Asterolasia elegans,,Endangered,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae
181,Asterolasia nivea,Bindoon Starbush,Vulnerable,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae
182,Asterolasia phebalioides,Downy Star-bush,Vulnerable,Present,"SA, VIC",Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae
183,Astrotricha crassifolia,Thick-leaf Star-hair,Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Araliaceae
184,Astrotricha roddii,,Endangered,Present,"NSW, QLD",Plantae,Magnoliophyta,Magnoliopsida,Apiales,Araliaceae
185,Atalaya brevialata,,Critically Endangered,Endemic,NT,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae
186,Atalaya collina,Yarwun Whitewood,Endangered,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae
187,Atrichornis clamosus,"Noisy Scrub-bird, Tjimiluk",Endangered,Endemic,WA,Animalia,Chordata,Aves,Passeriformes,Atrichornithidae
188,Atrichornis rufescens,Rufous Scrub-bird,Endangered,Present,"NSW, QLD",Animalia,Chordata,Aves,Passeriformes,Atrichornithidae
189,Atriplex infrequens,,Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae
190,Atriplex yeelirrie,,Endangered,Present,WA,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae
191,Austrostipa bronwenae,,Endangered,Present,WA,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae
192,Austrostipa jacobsiana,,Critically Endangered,Present,WA,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae
193,Austrostipa metatoris,,Vulnerable,Present,"NSW, SA, VIC",Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae
194,Austrostipa wakoolica,,Endangered,Present,"NSW, VIC",Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae
195,Azorella macquariensis,"Macquarie Azorella, Macquarie Cushions",Critically Endangered,Present,"AET, TAS",Plantae,Magnoliophyta,Magnoliopsida,Apiales,Apiaceae
196,Baeckea kandos,a shrub,Endangered,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae
197,Balaenoptera borealis,Sei Whale,Vulnerable,Present,"AET, ANT, CI, CKI, CSI, HI, NSW, OCE, QLD, SA, TAS, VIC, WA",Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae
198,Balaenoptera musculus,Blue Whale,Endangered,Present,"ACR, AET, ANT, CI, CKI, CSI, HI, NI, NSW, NT, OCE, QLD, SA, TAS, VIC, WA",Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae
199,Balaenoptera physalus,Fin Whale,Vulnerable,Present,"AET, ANT, HI, NSW, OCE, QLD, SA, TAS, VIC, WA",Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae
200,Ballantinia antipoda,Southern Shepherd's Purse,Endangered,Extinct,TAS,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae
201,Ballantinia antipoda,Southern Shepherd's Purse,Endangered,Present,VIC,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae
202,Baloghia marmorata,"Marbled Balogia, Jointed Baloghia",Vulnerable,Present,"NSW, QLD",Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae
203,Baloskion longipes,Dense Cord-rush,Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Liliopsida,Restionales,Restionaceae
204,Banksia anatona,Cactus Dryandra,Critically Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae
205,Banksia aurantia,Orange Dryandra,Critically Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae
206,Banksia brownii,"Brown's Banksia, Feather-leaved Banksia",Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae
207,Banksia catoglypta,,Vulnerable,Present,WA,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae
208,Banksia cuneata,"Matchstick Banksia, Quairading Banksia",Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae
209,Banksia fuscobractea,Dark-bract Banksia,Critically Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae
210,Banksia goodii,Good's Banksia,Vulnerable,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae
211,Banksia ionthocarpa,Kamballup Dryandra,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae
212,Banksia mimica,Summer Honeypot,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae
213,Banksia montana,Stirling Range Dryandra,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae
214,Banksia nivea subsp. uliginosa,Swamp Honeypot,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae
215,Banksia oligantha,Wagin Banksia,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae
216,Banksia pseudoplumosa,False Plumed-Banksia,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae
217,Banksia rufa subsp. pumila,,Endangered,Present,WA,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae
218,Banksia serratuloides subsp. perissa,Northern Serrate Dryandra,Critically Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae
219,Banksia serratuloides subsp. serratuloides,Southern Serrate Dryandra,Vulnerable,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae
220,Banksia sphaerocarpa var. dolichostyla,"Ironcaps Banksia, Ironcap Banksia",Vulnerable,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae
221,Banksia squarrosa subsp. argillacea,Whicher Range Dryandra,Vulnerable,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae
222,Banksia verticillata,"Granite Banksia, Albany Banksia, River Banksia",Vulnerable,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae
223,Banksia vincentia,,Critically Endangered,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae
224,Banksia vincentia,,Critically Endangered,Present,TER,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae
225,Barbarea australis,"Native Wintercress, Riverbed Wintercress",Endangered,Endemic,TAS,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae
226,Bellatorias obiri,Arnhem Land Egernia,Endangered,Endemic,NT,Animalia,Chordata,Reptilia,Squamata,Scincidae
227,Bertmainius colonus,Eastern Stirling Range Pygmy Trapdoor Spider,Vulnerable,Endemic,WA,Animalia,Arthropoda,Arachnida,Araneae,Migidae
228,Bertmainius tingle,Tingle Pygmy Trapdoor Spider,Endangered,Endemic,WA,Animalia,Arthropoda,Arachnida,Araneae,Migidae
229,Bertya calycina,a shrub,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae
230,Bertya ernestiana,a shrub,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae
231,Bertya granitica,a shrub,Endangered,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae
232,Bertya ingramii,a shrub,Endangered,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae
233,Bertya opponens,,Vulnerable,Present,"NSW, QLD",Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae
234,Bertya pinifolia,a shrub,Vulnerable,Present,"NSW, QLD",Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae
235,Bertya tasmanica subsp. tasmanica,Tasmanian Bertya,Endangered,Endemic,TAS,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae
236,Bettongia gaimardi gaimardi,"Eastern Bettong (mainland), Eastern Rat-kangaroo",Extinct,Extinct,"NSW, QLD, SA, VIC",Animalia,Chordata,Mammalia,Diprotodonta,Potoroidae
237,Bettongia lesueur Barrow and Boodie Islands subspecies,"Boodie, Burrowing Bettong (Barrow and Boodie Islands)",Vulnerable,Endemic,WA,Animalia,Chordata,Mammalia,Diprotodonta,Potoroidae
238,Bettongia lesueur graii,"Boodie (inland), Burrowing Bettong (inland)",Extinct,Extinct,"NSW, NT, SA, WA",Animalia,Chordata,Mammalia,Diprotodonta,Potoroidae
239,Bettongia lesueur lesueur,"Burrowing Bettong (Shark Bay), Boodie",Vulnerable,Present,WA,Animalia,Chordata,Mammalia,Diprotodonta,Potoroidae
240,Bettongia lesueur lesueur,"Burrowing Bettong (Shark Bay), Boodie",Vulnerable,Translocated,"NSW, SA",Animalia,Chordata,Mammalia,Diprotodonta,Potoroidae
241,Bettongia penicillata ogilbyi,Woylie,Endangered,Present,"SA, WA",Animalia,Chordata,Mammalia,Diprotodonta,Potoroidae
242,Bettongia penicillata ogilbyi,Woylie,Endangered,Translocated,NSW,Animalia,Chordata,Mammalia,Diprotodonta,Potoroidae
243,Bettongia penicillata penicillata,"Brush-tailed Bettong (central and south-east), Brush-tailed Bettong (south-east mainland)",Extinct,Extinct,"NSW, NT, SA, VIC, WA",Animalia,Chordata,Mammalia,Diprotodonta,Potoroidae
244,Bettongia tropica,Northern Bettong,Endangered,Endemic,QLD,Animalia,Chordata,Mammalia,Diprotodonta,Potoroidae
245,Bettongia tropica,Northern Bettong,Endangered,Extinct in state,NSW,Animalia,Chordata,Mammalia,Diprotodonta,Potoroidae
246,Beyeria lepidopetala,"Small-petalled Beyeria, Short-petalled Beyeria",Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae
247,Beyeria subtecta,Kangaroo Island Turpentine Bush,Vulnerable,Endemic,SA,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae
248,Bidyanus bidyanus,"Silver Perch, Bidyan",Critically Endangered,Present,"ACT, NSW, QLD, SA, VIC",Animalia,Chordata,Actinopterygii,Perciformes,Terapontidae
249,Blechnum norfolkianum,Norfolk Island Water-fern,Endangered,Endemic,"AET, NI",Plantae,Polypodiophyta,Polypodiatae,Blechnales,Blechnaceae
250,Boehmeria australis subsp. australis,"Tree Nettle, Nettletree",Critically Endangered,Endemic,"AET, NI",Plantae,Magnoliophyta,Magnoliopsida,Urticales,Urticaceae
251,Boronia adamsiana,Barbalin Boronia,Vulnerable,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae
252,Boronia capitata subsp. capitata,a shrub,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae
253,Boronia clavata,Bremer Boronia,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae
254,Boronia deanei,Deane's Boronia,Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae
255,Boronia exilis,Scott River Boronia,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae
256,Boronia galbraithiae,"Aniseed Boronia, Galbraith's Boronia",Vulnerable,Endemic,VIC,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae
257,Boronia granitica,Granite Boronia,Endangered,Present,"NSW, QLD",Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae
258,Boronia gunnii,"Gunn's Boronia, Cataract Gorge Boronia",Vulnerable,Endemic,TAS,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae
259,Boronia hemichiton,Mt Arthur Boronia,Vulnerable,Endemic,TAS,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae
260,Boronia hippopala,Velvet Boronia,Vulnerable,Endemic,TAS,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae
261,Boronia keysii,Key's Boronia,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae
262,Boronia quadrilata,a shrub,Vulnerable,Endemic,NT,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae
263,Boronia repanda,"Repand Boronia, Border Boronia",Endangered,Present,"NSW, QLD",Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae
264,Boronia revoluta,Ironcap Boronia,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae
265,Boronia umbellata,Orara Boronia,Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae
266,Boronia viridiflora,a shrub,Vulnerable,Endemic,NT,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae
267,Borya mirabilis,Grampians Pincushion-lily,Endangered,Endemic,VIC,Plantae,Magnoliophyta,Liliopsida,Asparagales,Boryaceae
268,Bosistoa transversa,"Three-leaved Bosistoa, Yellow Satinheart",Vulnerable,Present,"NSW, QLD",Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae
269,Bossiaea fragrans,,Critically Endangered,Present,NSW,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
270,Bossiaea oligosperma,,Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
271,Bossiaea peninsularis,Sword Bossiaea,Endangered,Endemic,SA,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
272,Bossiaea sp. Frankland (E.M.Sandiford EMS 896),,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
273,Botaurus poiciloptilus,Australasian Bittern,Endangered,Present,"ACT, NSW, QLD, SA, TAS, VIC, WA",Animalia,Chordata,Aves,Ardeiformes,Ardeidae
274,Botaurus poiciloptilus,Australasian Bittern,Endangered,Vagrant,NT,Animalia,Chordata,Aves,Ardeiformes,Ardeidae
275,Bothriochloa bunyensis,Satin-top Grass,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae
276,Brachionichthys hirsutus,Spotted Handfish,Critically Endangered,Endemic,TAS,Animalia,Chordata,Actinopterygii,Lophiiformes,Brachionichthyidae
277,Brachionichthys hirsutus,Spotted Handfish,Critically Endangered,Present,OCE,Animalia,Chordata,Actinopterygii,Lophiiformes,Brachionichthyidae
278,Brachiopsilus ziebelli,"Ziebell's Handfish, Waterfall Bay Handfish",Vulnerable,Endemic,TAS,Animalia,Chordata,Actinopterygii,Lophiiformes,Brachionichthyidae
279,Brachiopsilus ziebelli,"Ziebell's Handfish, Waterfall Bay Handfish",Vulnerable,Present,OCE,Animalia,Chordata,Actinopterygii,Lophiiformes,Brachionichthyidae
280,Brachychiton sp. Ormeau (L.H.Bird AQ435851),Ormeau Bottle Tree,Critically Endangered,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Sterculiaceae
281,Brachyscias verecundus,Ironstone Brachyscias,Critically Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Apiaceae
282,Brachyscome muelleri,Corunna Daisy,Endangered,Endemic,SA,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae
283,Brachyscome muelleroides,Mueller Daisy,Vulnerable,Present,"NSW, VIC",Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae
284,Brachyscome papillosa,Mossgiel Daisy,Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae
285,Bruguiera hainesii,Haines's Orange Mangrove,Critically Endangered,Present,QLD,Plantae,Magnoliophyta,Magnoliopsida,Rhizophorales,Rhizophoraceae
286,Budawangia gnidioides,Budawangs Cliff-heath,Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae
287,Bulbophyllum globuliforme,"Miniature Moss-orchid, Hoop Pine Orchid",Vulnerable,Present,"NSW, QLD",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
288,Bulbophyllum gracillimum,Wispy Umbrella Orchid,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
289,Bulbophyllum longiflorum,pale umbrella orchid,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
290,Burmannia sp. Bathurst Island (R.Fensham 1021),,Endangered,Endemic,NT,Plantae,Magnoliophyta,Liliopsida,Orchidales,Burmanniaceae
291,Burramys parvus,Mountain Pygmy-possum,Endangered,Present,"NSW, VIC",Animalia,Chordata,Mammalia,Diprotodonta,Burramyidae
292,Cadellia pentastylis,Ooline,Vulnerable,Present,"NSW, QLD",Plantae,Magnoliophyta,Magnoliopsida,Rosales,Surianaceae
293,Caladenia actensis,Canberra Spider Orchid,Critically Endangered,Endemic,ACT,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
294,Caladenia amoena,Charming Spider-orchid,Endangered,Endemic,VIC,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
295,Caladenia anthracina,Black-tipped Spider-orchid,Critically Endangered,Endemic,TAS,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
296,Caladenia arenaria,Sand-hill Spider-orchid,Endangered,Endemic,NSW,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
297,Caladenia argocalla,White-beauty Spider-orchid,Endangered,Endemic,SA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
298,Caladenia atroclavia,Black-clubbed Spider-orchid,Endangered,Present,"NSW, QLD",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
299,Caladenia attenuata,Duramana Fingers,Critically Endangered,Present,NSW,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
300,Caladenia audasii,"McIvor Spider-orchid, Audas' Spider-orchid",Endangered,Endemic,VIC,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
301,Caladenia audasii,"McIvor Spider-orchid, Audas' Spider-orchid",Endangered,Present,SA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
302,Caladenia barbarella,"Small Dragon Orchid, Common Dragon Orchid",Endangered,Endemic,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
303,Caladenia behrii,Pink-lipped Spider-orchid,Endangered,Endemic,SA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
304,Caladenia brachyscapa,Short Spider-orchid,Extinct,Extinct*,TAS,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
305,Caladenia brachyscapa,Short Spider-orchid,Extinct,Present,VIC,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
306,Caladenia brumalis,Winter Spider-orchid,Vulnerable,Endemic,SA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
307,Caladenia bryceana subsp. bryceana,Dwarf Spider-orchid,Endangered,Endemic,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
308,Caladenia bryceana subsp. cracens,Northern Dwarf Spider-orchid,Vulnerable,Endemic,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
309,Caladenia busselliana,Bussell's Spider-orchid,Endangered,Endemic,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
310,Caladenia caesarea subsp. maritima,Cape Spider-orchid,Endangered,Endemic,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
311,Caladenia calcicola,Limestone Spider-orchid,Vulnerable,Present,"SA, VIC",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
312,Caladenia campbellii,Thick-stem Caladenia,Critically Endangered,Endemic,TAS,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
313,Caladenia caudata,Tailed Spider-orchid,Vulnerable,Endemic,TAS,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
314,Caladenia christineae,Christine's Spider Orchid,Vulnerable,Endemic,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
315,Caladenia colorata,"Coloured Spider-orchid, Small Western Spider-orchid, Painted Spider-orchid",Endangered,Present,"SA, VIC",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
316,Caladenia concolor,"Crimson Spider-orchid, Maroon Spider-orchid",Vulnerable,Present,"NSW, SA, VIC",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
317,Caladenia conferta,Coast Spider-orchid,Endangered,Endemic,SA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
318,Caladenia cremna,Don's Spider Orchid,Critically Endangered,Endemic,VIC,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
319,Caladenia dienema,Windswept Spider-orchid,Endangered,Endemic,TAS,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
320,Caladenia dorrienii,Cossack Spider-orchid,Endangered,Endemic,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
321,Caladenia drakeoides,Hinged Dragon Orchid,Endangered,Present,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
322,Caladenia elegans,Elegant Spider-orchid,Endangered,Endemic,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
323,Caladenia excelsa,Giant Spider-orchid,Endangered,Endemic,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
324,Caladenia formosa,"Elegant Spider-orchid, Blood-red Spider-orchid",Vulnerable,Present,"SA, VIC",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
325,Caladenia fulva,Tawny Spider-orchid,Endangered,Endemic,VIC,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
326,Caladenia fulva,Tawny Spider-orchid,Endangered,Present,SA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
327,Caladenia gladiolata,"Bayonet Spider-orchid, Clubbed Spider-orchid",Endangered,Endemic,SA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
328,Caladenia graniticola,"Pingaring Spider-orchid, Granite Spider-orchid",Endangered,Present,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
329,Caladenia granitora,,Endangered,Present,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
330,Caladenia harringtoniae,"Harrington's Spider-orchid, Pink Spider-orchid",Vulnerable,Endemic,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
331,Caladenia hastata,Melblom's Spider-orchid,Endangered,Endemic,VIC,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
332,Caladenia hoffmanii,Hoffman's Spider-orchid,Endangered,Endemic,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
333,Caladenia hopperiana,"Quindanning Spider Orchid, Boddington Spider Orchid",Endangered,Endemic,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
334,Caladenia huegelii,"King Spider-orchid, Grand Spider-orchid, Rusty Spider-orchid",Endangered,Endemic,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
335,Caladenia insularis,French Island Spider-orchid,Vulnerable,Endemic,VIC,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
336,Caladenia intuta,Ghost Spider-orchid,Critically Endangered,Endemic,SA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
337,Caladenia leucochila,Collie Spider Orchid,Endangered,Endemic,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
338,Caladenia lindleyana,Lindley's Spider-orchid,Critically Endangered,Endemic,TAS,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
339,Caladenia lodgeana,Lodge's Spider-orchid,Critically Endangered,Present,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
340,Caladenia lowanensis,Wimmera Spider-orchid,Endangered,Present,"SA, VIC",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
341,Caladenia luteola,Lemon Spider Orchid,Critically Endangered,Present,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
342,Caladenia macroclavia,Large-club Spider-orchid,Endangered,Endemic,SA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
343,Caladenia melanema,Ballerina Orchid,Critically Endangered,Endemic,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
344,Caladenia orientalis,Eastern Spider Orchid,Endangered,Endemic,VIC,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
345,Caladenia ornata,Ornate Pink Fingers,Vulnerable,Endemic,VIC,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
346,Caladenia ornata,Ornate Pink Fingers,Vulnerable,Present,SA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
347,Caladenia ovata,Kangaroo Island Spider-orchid,Vulnerable,Endemic,SA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
348,Caladenia pallida,"Rosy Spider-orchid, Pale Spider-orchid, Summer Spider-orchid",Critically Endangered,Endemic,TAS,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
